001-01,,51,52,36,50,81-99,NH,6397,26,78,107,-28,3,24,25,81,113
001-02,,,,104,105,14-15,NH,10,,15,79,26,91,104,104,106,112
001-03,,51,52,36,50,81-99,NH,6415,32,78,112,-34,3,24,39,81,113
001-04,,,,105,107,12-14,NH,18,,10,84,24,97,106,105,107,112
001-05,,51,52,36,50,81-99,NH,6381,25,77,108,-42,4,22,38,81,112
001-06,,,,107,108,11-12,NH,10,,18,92,18,89,107,107,108,111
001-07,,51,52,36,50,81-99,NH,6323,22,77,104,-28,3,24,20,81,113
001-08,,,,108,110,9-11,NH,3,,19,58,51,89,109,109,109,110
001-09,,51,52,36,50,81-99,NH,6399,28,77,107,-30,4,26,38,81,113
001-10,,51,52,36,50,81-99,NH,5990,22,76,124,-30,5,25,38,82,113
001-11,,,,110,111,8-9,NH,2,,,,110,110,111,110,110,111
001-12,,51,52,36,50,81-99,NH,5918,22,76,105,-32,11,27,43,87,113
001-14,,51,52,36,50,81-99,NH,5949,22,75,107,-45,13,28,29,88,113
001-16,,51,52,36,50,81-99,NH,5781,20,75,111,-35,11,28,44,87,113
001-17,,,,,,,,1,,,,111,111,111,111,111,111
001-18,,51,52,36,50,81-99,NH,5758,20,74,105,-49,14,28,1,89,113
001-20,,51,52,36,50,81-99,NH,4366,24,73,106,-33,16,37,50,89,113
001-22,,51,52,36,50,81-99,NH,3817,19,72,105,-29,17,36,50,90,113
001-24,,51,52,36,50,81-99,NH,3613,24,70,103,-25,22,38,33,92,113
001-26,,51,52,51,52,79-84,NH,4108,,75,106,-34,10,47,37,85,113
001-27,,,,,,,,1,,,,112,112,112,112,112,112
001-28,,53,55,53,55,76-82,NH,3032,21,71,108,-31,19,43,53,90,113
001-29,,,,,,,,1,3,3,3,110,110,110,113,113,113
001-30,,,,56,?,67-79,NH,2712,23,70,107,-32,19,44,56,90,113
001-31,,,,,,,,1,1,1,1,111,111,111,112,112,112
001-32,,57,60,57,60,71-78,NH,1740,22,64,103,-26,29,52,58,94,113
001-34,,,,61,?,62-74,NH,1576,19,64,103,-27,28,51,62,93,113
001-36,,62,63,62,63,68-73,NH,3751,17,83,108,-33,-3,62,64,81,113
001-38,,,,64,?,59-71,NH,1050,20,61,104,-33,30,64,66,91,113
001-40,,,,65,?,58-70,NH,1658,17,73,108,-37,10,65,66,83,113
001-42,,66,67,66,67,64-69,NH,991,17,59,105,-33,32,67,67,92,113
001-43,,,,,,,,1,,,,112,112,112,112,112,112
001-44,,,,68,?,55-67,NH,731,10,55,102,-26,39,68,68,95,113
001-46,,69,70,69,70,61-66,NH,553,18,52,101,-16,43,70,71,96,113
001-48,,71,72,71,72,59-64,NH,540,15,50,102,-23,44,72,72,95,113
001-50,,,,73,?,50-62,NH,216,3,43,100,-18,54,77,77,97,113
001-52,,,,73,?,50-62,NH,5807,8,85,111,-29,-3,73,72,82,113
001-54,,,,73,?,50-62,NH,411,11,53,101,-21,41,73,73,94,113
001-56,,74,75,74,75,56-61,NH,351,8,53,101,-21,42,75,75,96,113
001-57,,,,,,,,1,,,,112,112,112,112,112,112
001-58,,,,76,?,47-59,NH,255,2,42,98,-16,54,76,76,97,113
001-60,,77,78,77,78,53-58,NH,270,,48,103,-19,47,77,77,95,113
001-62,,79,80,79,80,51-56,NH,168,2,38,108,-19,60,80,47,98,113
001-64,,81,82,81,?,42-54,NH,138,,34,88,10,65,81,79,99,112
001-66,,,,82,?,41-53,NH,117,4,36,98,2,64,83,86,101,112
001-68,,,,83,?,40-52,NH,105,,32,102,-9,67,84,84,100,113
001-70,,85,86,84,86,45-51,NH,88,1,31,86,16,69,85,86,101,113
