215-44,,,,61,?,62-74,MD,2853,18,71,110,-31,22,51,61,93,113
215-45,,,,95,?,16-24,MD,82,,54,96,4,49,95,83,104,113
215-46,,,,62,?,61-73,MD,2157,18,67,106,-29,27,62,62,94,113
215-47,,,,96,?,15-23,MD,68,,53,93,12,51,96,96,105,113
215-48,,63,64,63,?,60-72,MD,1881,,77,107,-32,10,63,46,87,113
215-49,,,,97,?,14-22,MD,70,,55,100,3,49,97,87,105,113
215-50,,63,64,63,64,67-72,MD,1581,17,75,107,-34,13,63,66,89,113
215-51,,,,97,98,21-22,MD,51,1,53,96,10,52,97,98,105,113
215-52,,,,65,?,58-70,MD,1591,,63,103,-32,32,64,56,95,113
215-53,,,,98,?,13-21,MD,84,,53,93,19,52,98,98,105,113
215-54,,,,65,?,58-70,MD,2150,17,74,108,-50,12,65,40,86,113
215-55,,,,99,?,12-20,MD,53,,62,94,13,44,99,99,106,113
215-56,,,,66,?,57-69,MD,1769,15,68,111,-31,25,66,19,93,113
215-57,,,,100,?,11-19,MD,62,,52,92,16,53,100,99,105,113
215-58,,,,67,?,56-68,MD,1336,18,60,103,-30,35,67,64,95,113
215-59,,,,100,101,18-19,MD,56,,54,89,17,51,100,100,105,113
215-60,,,,68,?,55-67,MD,1125,18,54,103,-24,43,66,63,98,113
215-61,,,,101,?,10-18,MD,42,,43,86,19,63,101,101,106,113
215-62,,,,69,?,54-66,MD,957,8,57,99,-26,40,68,68,97,113
215-63,,,,102,?,9-17,MD,120,,66,97,11,40,102,99,106,113
215-64,,,,69,?,54-66,MD,1018,16,54,101,-21,43,69,70,97,113
215-65,,,,102,?,9-17,MD,59,,51,98,11,55,102,102,107,113
215-66,,,,70,?,53-65,MD,887,17,56,106,-17,42,70,70,98,113
215-67,,,,103,104,15-16,MD,39,,45,92,11,61,103,103,106,113
215-68,,,,71,?,52-64,MD,798,16,54,103,-19,43,71,72,98,113
215-69,,,,104,?,7-15,MD,51,,51,104,4,55,104,104,107,113
215-70,,,,71,?,52-64,MD,722,,52,101,-15,46,72,55,98,113
215-71,,,,104,105,14-15,MD,43,,42,99,7,64,104,104,107,112
215-72,,,,72,?,51-63,MD,615,11,47,99,-11,51,72,73,98,113
215-73,,,,105,106,13-14,MD,27,,46,102,5,61,105,105,108,113
215-74,,,,73,?,50-62,MD,1374,5,63,105,-21,30,73,72,94,113
215-75,,,,106,?,5-13,MD,32,,52,101,6,56,106,106,108,113
215-76,,,,73,?,50-62,MD,1010,15,63,108,-23,30,73,45,94,113
215-77,,,,106,107,12-13,MD,42,,40,87,22,68,106,106,108,113
215-78,,,,74,?,49-61,MD,766,,50,101,-22,48,74,59,98,113
215-79,,,,107,108,11-12,MD,23,,44,102,6,64,107,107,109,112
215-80,,,,74,?,49-61,MD,618,1,51,102,-42,49,74,59,100,113
215-81,,,,108,?,3-11,MD,16,,63,98,11,46,108,108,110,113
215-82,,,,75,?,48-60,MD,637,3,54,102,-14,44,75,76,99,113
215-83,,,,108,109,10-11,MD,18,,41,90,20,68,108,108,110,112
215-84,,,,76,?,47-59,MD,536,,43,103,-3,55,77,63,99,113
215-85,,,,109,110,9-10,MD,19,,31,91,18,79,109,109,110,113
215-86,,,,76,?,47-59,MD,455,9,38,97,4,63,76,77,101,113
215-87,,,,110,?,1-9,MD,22,,43,88,23,67,110,110,111,113
215-88,,,,77,?,46-58,MD,438,7,48,106,-18,50,77,77,98,113
215-89,,,,110,111,8-9,MD,12,,40,83,27,70,110,110,110,112
215-90,,,,78,?,45-57,MD,354,15,44,103,-15,57,78,78,101,113
215-91,,,,111,?,1-8,MD,6,,23,72,39,88,111,111,111,112
215-92,,,,79,?,44-56,MD,337,10,45,107,-13,55,79,60,101,113
215-93,,,,,,,,1,,,,111,111,111,111,111,111
215-94,,,,80,?,43-55,MD,331,,47,98,-12,53,80,77,101,113
215-96,,,,81,?,42-54,MD,285,,45,97,-7,56,81,79,101,113
215-98,,,,82,?,41-53,MD,221,2,43,97,-12,57,82,67,101,113
216-01,,51,52,36,50,81-99,MD,6668,32,77,106,-49,6,23,38,84,113
216-02,,,,83,?,40-52,MD,238,,47,106,-19,54,83,62,102,113
216-03,,51,52,36,50,81-99,MD,6705,26,77,105,-30,5,22,41,83,113
216-04,,,,84,?,39-51,MD,195,3,43,102,-7,60,83,82,103,113
216-05,,51,52,36,50,81-99,MD,6535,28,77,108,-42,5,23,38,83,113
216-06,,,,84,?,39-51,MD,257,,49,114,-19,50,84,46,99,113
216-07,,51,52,36,50,81-99,MD,6452,28,77,105,-31,5,24,38,82,113
216-08,,,,85,?,38-50,MD,176,1,39,98,5,62,85,83,102,113
216-09,,51,52,36,50,81-99,MD,6260,27,77,109,-33,4,23,40,82,113
216-10,,51,52,36,50,81-99,MD,6125,26,77,105,-28,3,26,37,81,113
216-11,,,,86,?,37-49,MD,439,,54,99,-16,45,94,45,99,113
216-12,,51,52,36,50,81-99,MD,5850,24,75,108,-33,13,27,43,89,113
216-13,,,,87,?,36-48,MD,158,3,42,95,4,61,87,84,103,113
216-14,,51,52,36,50,81-99,MD,6254,21,75,107,-35,15,40,27,90,113
216-15,,,,87,?,36-48,MD,135,2,36,89,6,67,87,86,103,113
216-16,,51,52,36,50,81-99,MD,6209,21,74,104,-30,17,34,44,92,113
216-17,,,,87,?,36-48,MD,118,12,32,88,13,72,87,91,104,113
216-18,,51,52,36,50,81-99,MD,6025,,75,106,-30,15,35,24,90,113
216-19,,,,88,?,23-31,MD,120,,37,99,2,67,88,86,104,113
216-20,,51,52,36,50,81-99,MD,5722,,72,106,-27,21,46,25,94,113
216-21,,,,88,?,23-31,MD,129,,46,95,10,57,88,86,103,113
216-22,,51,52,36,50,81-99,MD,5751,,74,106,-29,18,36,27,93,113
216-23,,,,89,92,27-30,MD,113,1,49,92,7,53,89,64,103,113
216-24,,51,52,36,50,81-99,MD,5076,19,73,108,-31,20,52,48,93,113
216-25,,,,89,92,27-30,MD,128,,50,100,2,53,89,87,103,113
216-26,,51,52,36,50,81-99,MD,516,28,71,98,-17,23,42,58,94,113
216-27,,,,89,92,27-30,MD,130,,49,104,4,54,90,83,103,113
216-28,,51,52,36,50,81-99,MD,5053,,72,105,-29,20,38,31,93,113
216-29,,,,89,92,27-30,MD,131,,52,99,9,51,90,86,104,113
216-30,,51,52,36,50,81-99,MD,4395,4,69,117,-38,26,82,52,95,113
216-31,,,,89,92,27-30,MD,102,1,48,98,4,54,91,80,103,113
216-32,,51,52,51,52,79-84,MD,5016,24,74,106,-34,13,40,52,88,113
216-33,,,,89,92,27-30,MD,78,1,46,97,12,56,91,89,103,112
216-34,,,,53,?,70-82,MD,3440,20,66,115,-30,30,44,52,97,113
216-35,,,,89,92,27-30,MD,88,,41,101,-5,61,92,92,103,113
216-36,,54,56,54,56,75-81,MD,3482,21,67,103,-31,27,50,55,95,113
216-37,,,,93,?,18-26,MD,164,,65,100,3,38,92,72,103,112
216-38,,,,57,?,66-78,MD,3080,13,69,106,-29,25,46,1,95,113
216-39,,,,93,?,18-26,MD,118,,56,103,5,47,93,85,104,113
216-40,,58,59,58,59,72-77,MD,2914,23,68,111,-30,26,51,62,95,113
216-41,,,,94,?,17-25,MD,117,,62,97,-2,41,94,91,104,113
216-42,,,,60,?,63-75,MD,2190,21,60,102,-20,37,48,65,97,113
216-43,,,,95,?,16-24,MD,74,,55,104,4,49,95,95,104,113
216-44,,,,61,?,62-74,MD,3643,,75,108,-33,15,50,44,91,113
216-45,,,,95,?,16-24,MD,88,,62,96,5,42,95,93,104,113
216-46,,,,62,?,61-73,MD,4192,18,83,109,-32,1,62,63,84,113
216-47,,,,96,?,15-23,MD,69,,59,97,8,47,96,96,106,113
216-48,,,,63,?,60-72,MD,1758,14,65,106,-35,29,62,65,95,113
216-49,,,,97,?,14-22,MD,72,,47,95,5,56,97,97,104,113
216-50,,,,64,?,59-71,MD,1353,19,55,99,-27,42,68,67,97,113
216-51,,,,98,?,13-21,MD,50,,44,96,8,61,98,98,105,113
216-52,,,,65,?,58-70,MD,1536,19,60,102,-29,35,65,66,96,113
216-53,,,,98,?,13-21,MD,43,,54,91,11,50,98,98,105,113
216-54,,,,65,?,58-70,MD,2231,16,68,113,-33,20,66,66,89,113
216-55,,,,99,?,12-20,MD,56,,56,91,14,49,99,99,105,113
216-56,,,,66,?,57-69,MD,1497,17,64,104,-33,29,66,65,94,113
216-57,,,,100,?,11-19,MD,63,,52,102,10,53,100,99,106,113
216-58,,,,67,?,56-68,MD,1259,19,60,101,-28,34,67,67,95,113
216-59,,,,100,101,18-19,MD,52,,51,93,16,53,100,100,105,112
216-60,,,,68,?,55-67,MD,968,10,55,103,-20,42,68,62,98,113
216-61,,,,101,?,10-18,MD,45,,47,91,17,59,101,101,106,113
216-62,,,,69,?,54-66,MD,1155,18,55,100,-25,43,69,70,98,113
216-63,,,,102,?,9-17,MD,41,,35,88,23,70,102,102,106,112
216-64,,,,69,?,54-66,MD,878,19,55,101,-22,42,69,71,98,113
216-65,,,,103,?,8-16,MD,47,,51,93,16,56,103,102,107,113
216-66,,,,70,?,53-65,MD,919,,54,102,-15,43,70,3,97,113
216-67,,,,103,104,15-16,MD,29,,33,92,14,73,103,103,106,112
216-68,,,,71,?,52-64,MD,900,16,54,101,-29,44,70,71,98,113
216-69,,,,104,?,7-15,MD,57,,53,103,7,54,104,103,108,113
216-70,,,,71,?,52-64,MD,798,7,51,101,-17,47,72,72,98,113
216-71,,,,104,105,14-15,MD,36,,45,97,15,61,105,104,107,113
216-72,,,,72,?,51-63,MD,699,7,50,100,-17,48,75,54,99,113
216-73,,,,105,106,13-14,MD,31,,44,95,10,63,105,105,108,113
216-74,,,,73,?,50-62,MD,1088,7,57,101,-25,39,73,73,96,113
216-75,,,,106,?,5-13,MD,29,,51,101,6,57,106,106,109,113
216-76,,,,73,?,50-62,MD,925,3,58,115,-29,36,73,50,95,113
216-77,,,,106,107,12-13,MD,32,,61,99,14,48,107,107,110,113
216-78,,,,74,?,49-61,MD,742,4,50,99,-20,47,74,42,98,113
216-79,,,,107,108,11-12,MD,29,,39,100,10,70,107,107,109,113
216-80,,,,75,?,48-60,MD,866,1,61,115,-37,38,75,75,99,113
216-81,,,,108,?,3-11,MD,25,,49,98,11,60,108,108,110,113
216-82,,,,75,?,48-60,MD,595,17,53,100,-12,46,75,76,100,113
216-83,,,,108,109,10-11,MD,23,,29,95,18,79,108,108,109,113
216-84,,,,76,?,47-59,MD,473,7,39,97,-14,61,76,74,100,113
216-85,,,,109,110,9-10,MD,17,,34,84,26,76,109,109,110,113
216-86,,,,76,?,47-59,MD,431,7,35,91,3,65,76,78,101,113
216-87,,,,110,?,1-9,MD,23,,40,87,24,70,110,109,110,113
216-88,,,,77,?,46-58,MD,474,11,51,100,-16,46,77,76,98,113
216-89,,,,110,111,8-9,MD,10,1,53,86,25,58,110,111,111,113
216-90,,,,78,?,45-57,MD,348,6,42,101,-5,59,78,75,101,113
216-92,,,,79,?,44-56,MD,353,2,45,101,-11,55,79,76,100,113
216-94,,,,80,?,43-55,MD,329,3,48,97,-19,52,80,57,101,113
216-96,,,,81,?,42-54,MD,278,2,46,111,-11,56,81,61,102,113
216-98,,,,82,?,41-53,MD,244,1,44,99,-4,57,82,80,102,113
217-01,,51,52,36,50,81-99,MD,6061,27,77,106,-30,4,24,37,81,113
217-02,,,,83,?,40-52,MD,230,3,45,98,-7,56,83,79,102,113
217-03,,51,52,36,50,81-99,MD,6068,24,77,109,-45,5,25,37,82,113
217-04,,,,84,?,39-51,MD,193,5,40,98,-7,61,84,82,102,113
217-05,,51,52,36,50,81-99,MD,6167,26,76,109,-28,6,23,42,83,113
217-06,,,,84,?,39-51,MD,203,6,44,95,-5,58,84,85,103,113
217-07,,51,52,36,50,81-99,MD,5890,28,76,109,-28,7,24,40,83,113
217-08,,,,85,?,38-50,MD,192,,39,93,11,62,85,81,102,113
217-09,,51,52,36,50,81-99,MD,6101,29,76,106,-31,8,62,41,84,113
217-10,,51,52,36,50,81-99,MD,6822,27,76,109,-37,8,25,13,84,113
217-11,,,,86,?,37-49,MD,195,,44,98,5,59,86,42,103,113
217-12,,51,52,36,50,81-99,MD,6137,26,75,104,-37,14,31,43,90,113
217-13,,,,87,?,36-48,MD,154,,36,92,3,65,87,85,102,113
217-14,,51,52,36,50,81-99,MD,5952,22,75,106,-33,11,33,43,87,113
217-15,,,,87,?,36-48,MD,120,4,38,96,4,64,87,83,103,113
217-16,,51,52,36,50,81-99,MD,6056,22,75,106,-34,14,40,43,89,113
217-17,,,,88,?,23-31,MD,134,11,33,93,8,70,87,91,104,113
217-18,,51,52,36,50,81-99,MD,6123,21,75,107,-39,15,32,43,90,113
217-19,,,,88,?,23-31,MD,133,,38,95,5,65,88,88,103,113
217-20,,51,52,36,50,81-99,MD,5737,20,74,110,-30,17,32,44,91,113
217-21,,,,88,?,23-31,MD,137,2,43,96,2,61,88,81,104,113
217-22,,51,52,36,50,81-99,MD,5663,26,76,108,-45,13,37,49,90,113
217-23,,,,89,92,27-30,MD,94,,41,93,15,62,89,87,104,113
217-24,,51,52,36,50,81-99,MD,5063,23,71,102,-33,23,38,52,95,113
217-25,,,,89,92,27-30,MD,121,1,46,100,8,57,89,86,104,113
217-26,,51,52,36,50,81-99,MD,5481,21,73,108,-30,18,39,47,92,113
217-27,,,,89,92,27-30,MD,118,,52,101,-6,50,90,80,103,113
217-28,,51,52,36,50,81-99,MD,4864,,71,105,-30,23,39,24,94,113
217-29,,,,89,92,27-30,MD,79,1,39,102,9,64,90,90,103,113
217-30,,51,52,36,50,81-99,MD,4863,24,72,108,-30,18,42,44,91,113
217-31,,,,89,92,27-30,MD,55,,36,89,11,68,91,91,105,113
217-32,,51,52,51,52,79-84,MD,4979,,74,109,-36,14,46,35,88,113
217-33,,,,89,92,27-30,MD,122,,52,93,5,51,91,91,104,113
217-34,,53,54,53,54,77-82,MD,3899,21,70,109,-30,23,42,48,94,113
217-35,,,,89,92,27-30,MD,158,,64,101,-3,40,92,92,104,113
217-36,,55,56,55,56,75-80,MD,5083,19,75,108,-31,11,51,55,87,113
217-37,,,,93,?,18-26,MD,104,,55,106,1,48,93,89,104,113
217-38,,57,58,57,58,73-78,MD,3325,20,67,107,-26,26,48,57,94,113
217-39,,,,93,?,18-26,MD,87,2,62,97,9,42,93,88,104,113
217-40,,,,59,?,64-76,MD,2492,23,63,106,-26,33,49,63,97,113
217-41,,,,94,?,17-25,MD,64,,56,95,10,47,94,92,103,113
217-42,,60,61,60,61,70-75,MD,2460,18,67,104,-28,28,50,61,95,113
217-43,,,,95,?,16-24,MD,95,,56,100,0,48,95,92,104,112
217-44,,,,62,?,61-73,MD,2292,19,68,106,-30,25,53,65,94,113
217-45,,,,95,?,16-24,MD,102,,57,99,2,48,95,95,105,113
217-46,,,,63,?,60-72,MD,1922,,66,106,-25,27,60,0,94,113
217-47,,,,96,?,15-23,MD,69,,50,96,8,53,96,96,103,113
217-48,,,,63,?,60-72,MD,1898,16,77,109,-32,8,63,65,86,113
217-49,,,,97,?,14-22,MD,63,,48,94,9,55,97,47,103,112
217-50,,,,64,?,59-71,MD,1457,19,59,100,-22,37,64,45,97,113
217-51,,,,98,?,13-21,MD,68,,56,98,10,48,98,97,105,113
217-52,,,,65,?,58-70,MD,1905,7,68,113,-30,21,65,19,89,113
217-53,,,,98,?,13-21,MD,48,,45,95,11,58,98,98,104,113
217-54,,,,66,?,57-69,MD,2415,18,71,111,-42,14,68,66,86,113
217-55,,,,99,?,12-20,MD,62,,59,97,7,46,99,97,105,112
217-56,,,,66,?,57-69,MD,1444,18,60,104,-28,34,66,66,95,113
217-57,,,,100,?,11-19,MD,51,,53,99,8,52,100,100,105,112
217-58,,,,67,?,56-68,MD,1226,8,61,103,-27,34,67,66,96,113
217-59,,,,101,?,10-18,MD,74,,60,93,12,46,101,100,107,113
217-60,,,,68,?,55-67,MD,1014,,54,105,-25,42,68,44,97,113
217-61,,,,101,?,10-18,MD,46,,38,81,27,67,101,101,106,113
217-62,,,,68,?,55-67,MD,1054,18,54,100,-15,43,69,69,97,113
217-63,,,,102,?,9-17,MD,47,,52,91,19,53,102,89,106,113
217-64,,,,69,?,54-66,MD,905,17,53,103,-21,44,69,69,98,113
217-65,,,,103,?,8-16,MD,52,,52,97,14,54,102,102,107,113
217-66,,,,70,?,53-65,MD,1081,16,51,102,-16,46,71,71,98,113
217-67,,,,103,104,15-16,MD,41,,66,91,17,42,103,103,108,113
217-68,,,,71,?,52-64,MD,849,8,49,99,-10,48,71,72,98,113
217-69,,,,104,105,14-15,MD,45,,58,104,4,49,104,104,107,113
217-70,,,,71,?,52-64,MD,743,14,52,99,-11,47,72,42,99,113
217-71,,,,105,?,6-14,MD,30,,35,98,8,72,105,105,107,113
217-72,,,,72,?,51-63,MD,619,7,49,102,-21,50,72,72,99,113
217-73,,,,105,106,13-14,MD,30,,59,99,8,49,105,105,108,112
217-74,,,,73,?,50-62,MD,941,4,56,112,-27,40,73,72,96,113
217-75,,,,106,107,12-13,MD,34,,62,99,9,46,106,106,109,112
217-76,,,,73,?,50-62,MD,808,9,55,114,-34,41,73,73,97,113
217-77,,,,107,?,4-12,MD,28,,48,95,17,61,107,106,109,113
217-78,,,,74,?,49-61,MD,703,12,49,103,-19,48,74,74,98,113
217-79,,,,107,108,11-12,MD,25,,57,101,10,52,107,107,109,113
217-80,,,,75,?,48-60,MD,726,16,56,99,-16,43,75,75,99,113
217-81,,,,108,?,3-11,MD,17,,32,84,25,77,108,107,109,112
217-82,,,,75,?,48-60,MD,497,,50,104,-18,49,75,62,99,113
217-83,,,,108,109,10-11,MD,22,,35,93,16,74,109,108,110,112
217-84,,,,76,?,47-59,MD,494,7,42,97,-12,58,76,75,100,113
217-85,,,,109,110,9-10,MD,29,,52,95,16,58,109,109,110,113
217-86,,,,76,?,47-59,MD,426,10,44,105,-11,56,76,77,101,113
217-87,,,,110,?,1-9,MD,17,,44,86,26,66,110,110,111,112
217-88,,,,77,?,46-58,MD,429,8,48,101,-21,50,77,39,99,113
217-89,,,,110,111,8-9,MD,11,1,21,80,31,90,110,111,111,113
217-90,,,,78,?,45-57,MD,371,3,43,102,-13,58,78,42,101,113
217-92,,,,79,?,44-56,MD,393,4,48,100,-20,51,79,55,99,113
217-94,,,,80,?,43-55,MD,327,1,45,99,-34,56,80,32,102,113
217-96,,,,81,?,42-54,MD,358,,49,103,-12,50,83,33,99,113
217-98,,,,82,?,41-53,MD,267,1,42,94,-7,59,82,80,102,113
218-01,,51,52,36,50,81-99,MD,6073,9,76,107,-29,8,27,23,84,113
218-02,,,,83,?,40-52,MD,244,3,43,103,-19,58,83,47,102,113
218-03,,51,52,36,50,81-99,MD,5935,25,75,103,-35,9,27,38,84,113
218-04,,,,84,?,39-51,MD,195,1,42,100,-3,59,84,48,102,113
218-05,,51,52,36,50,81-99,MD,5599,23,75,107,-27,8,30,39,83,113
218-06,,,,84,?,39-51,MD,191,,44,98,-4,58,84,79,103,113
218-07,,51,52,36,50,81-99,MD,5406,28,75,106,-34,9,25,39,84,113
218-08,,,,85,?,38-50,MD,203,1,45,95,-1,57,85,84,102,113
218-09,,51,52,36,50,81-99,MD,5208,25,75,104,-32,8,24,41,84,113
218-10,,51,52,36,50,81-99,MD,4983,24,76,107,-32,7,25,39,83,113
218-11,,,,86,?,37-49,MD,196,2,44,100,4,57,86,50,101,113
218-12,,51,52,36,50,81-99,MD,6200,24,75,107,-30,14,44,44,89,113
218-13,,,,87,?,36-48,MD,160,1,40,98,-8,63,87,87,103,113
218-14,,51,52,36,50,81-99,MD,6077,21,75,106,-41,13,31,20,88,113
218-15,,,,87,?,36-48,MD,144,1,41,100,-1,62,87,85,103,113
218-16,,51,52,36,50,81-99,MD,6223,23,74,107,-28,16,30,45,91,113
218-17,,,,88,?,23-31,MD,119,1,34,91,9,69,87,85,103,113
218-18,,51,52,36,50,81-99,MD,6167,,75,106,-35,14,35,25,89,113
218-19,,,,88,?,23-31,MD,149,1,45,105,-5,58,88,86,103,113
218-20,,51,52,36,50,81-99,MD,5453,22,75,108,-35,14,35,44,89,113
218-21,,,,88,?,23-31,MD,129,1,39,97,8,65,88,89,104,113
218-22,,51,52,36,50,81-99,MD,5536,21,75,106,-28,15,39,46,91,113
218-23,,,,89,92,27-30,MD,115,1,51,97,1,53,89,85,104,113
218-24,,51,52,36,50,81-99,MD,5382,23,73,104,-34,20,37,28,93,113
218-25,,,,89,92,27-30,MD,98,1,38,95,2,66,89,90,104,113
218-26,,51,52,36,50,81-99,MD,4955,24,71,104,-24,23,36,49,95,113
218-27,,,,89,92,27-30,MD,96,,38,101,2,66,90,86,104,113
218-28,,51,52,36,50,81-99,MD,4647,16,69,107,-24,25,64,52,95,113
218-29,,,,89,92,27-30,MD,104,,42,93,3,61,90,90,103,113
218-30,,51,52,36,50,81-99,MD,5181,26,74,104,-30,15,54,47,90,113
218-31,,,,89,92,27-30,MD,118,,52,98,6,51,91,19,104,113
218-32,,51,52,51,52,79-84,MD,5005,24,75,109,-34,11,40,52,87,113
218-33,,,,89,92,27-30,MD,125,,60,96,4,44,91,91,104,113
218-34,,53,54,53,54,77-82,MD,4291,20,72,106,-29,20,57,45,92,113
218-35,,,,89,92,27-30,MD,120,,54,102,2,47,92,80,102,113
218-36,,55,56,55,56,75-80,MD,3794,20,70,108,-29,22,44,56,93,113
218-37,,,,93,?,18-26,MD,146,,62,97,-1,40,93,92,103,113
218-38,,,,57,?,66-78,MD,3019,25,70,106,-26,25,48,58,95,113
218-39,,,,93,?,18-26,MD,100,,54,98,2,49,93,85,104,113
218-40,,58,59,58,59,72-77,MD,2348,22,65,107,-30,30,48,61,96,113
218-41,,,,94,?,17-25,MD,99,,62,99,-2,42,94,94,104,113
218-42,,60,61,60,61,70-75,MD,2336,22,62,102,-28,34,48,63,97,113
218-43,,,,95,?,16-24,MD,71,,49,101,5,51,95,50,101,113
218-44,,,,62,?,61-73,MD,2023,20,59,106,-26,38,50,65,97,113
218-45,,,,95,?,16-24,MD,69,1,63,99,11,41,95,96,105,113
218-46,,,,63,?,60-72,MD,1894,19,62,105,-27,33,63,50,96,113
218-47,,,,96,?,15-23,MD,70,,58,93,10,46,96,95,105,113
218-48,,,,63,?,60-72,MD,1810,13,62,106,-36,33,63,63,96,113
218-49,,,,97,?,14-22,MD,63,,61,102,1,43,97,97,105,113
218-50,,,,64,?,59-71,MD,1340,17,67,105,-32,26,65,66,93,113
218-51,,,,98,?,13-21,MD,63,,51,95,4,52,98,97,104,113
218-52,,,,65,?,58-70,MD,1924,,71,109,-37,15,86,47,86,113
218-53,,,,98,?,13-21,MD,66,1,52,94,10,53,98,99,105,113
218-54,,,,66,?,57-69,MD,1934,7,73,108,-35,15,66,21,88,113
218-55,,,,99,?,12-20,MD,56,,60,90,17,46,99,99,106,113
218-56,,,,66,?,57-69,MD,1254,17,61,107,-30,34,66,66,96,113
218-57,,,,100,?,11-19,MD,62,,61,101,5,44,100,100,106,113
218-58,,,,67,?,56-68,MD,1397,16,57,104,-27,38,67,67,96,113
218-59,,,,101,?,10-18,MD,58,,53,95,6,52,101,100,105,113
218-60,,,,68,?,55-67,MD,1424,,56,102,-27,41,68,53,97,113
218-61,,,,101,?,10-18,MD,47,,50,96,8,56,101,101,106,113
218-62,,,,69,?,54-66,MD,1179,15,53,109,-23,44,69,69,98,113
218-63,,,,102,103,16-17,MD,44,,43,89,21,62,102,102,105,112
218-64,,,,69,?,54-66,MD,1093,4,54,102,-22,43,70,44,98,113
218-65,,,,103,?,8-16,MD,72,,56,100,11,51,103,101,107,112
218-66,,,,70,?,53-65,MD,843,17,61,107,-23,36,70,53,97,113
218-67,,,,103,104,15-16,MD,54,,44,101,11,62,103,103,107,113
218-68,,,,71,?,52-64,MD,805,11,54,105,-10,43,72,72,98,113
218-69,,,,104,105,14-15,MD,49,,60,104,7,47,104,103,107,113
218-70,,,,71,?,52-64,MD,805,,50,101,-22,47,72,58,97,113
218-71,,,,105,?,6-14,MD,34,,56,104,5,51,105,105,108,112
218-72,,,,72,?,51-63,MD,520,12,46,97,-7,53,73,42,99,113
218-73,,,,105,106,13-14,MD,37,,40,100,5,67,105,105,108,113
218-74,,,,73,?,50-62,MD,905,5,53,102,-22,42,73,72,96,113
218-75,,,,106,107,12-13,MD,30,,47,91,16,61,106,106,108,113
218-76,,,,73,?,50-62,MD,859,14,56,102,-24,40,73,42,96,113
218-77,,,,107,?,4-12,MD,25,,40,96,14,68,107,107,108,113
218-78,,,,74,?,49-61,MD,706,6,51,110,-18,46,74,47,97,113
218-79,,,,107,108,11-12,MD,31,,42,102,10,66,107,107,109,113
218-80,,,,75,?,48-60,MD,781,12,57,100,-4,41,75,42,98,113
218-81,,,,108,109,10-11,MD,14,,42,90,22,67,108,108,110,112
218-82,,,,75,?,48-60,MD,628,5,55,99,-20,44,75,75,99,113
218-83,,,,109,?,2-10,MD,22,,15,97,12,93,109,109,109,112
218-84,,,,76,?,47-59,MD,468,3,41,96,-11,58,76,76,100,113
218-85,,,,109,110,9-10,MD,30,,43,93,16,67,109,109,110,113
218-86,,,,76,?,47-59,MD,437,2,38,97,-23,62,76,50,101,113
218-87,,,,110,111,8-9,MD,24,,47,99,11,62,110,110,110,112
218-88,,,,77,?,46-58,MD,396,4,46,106,-14,54,77,76,100,113
218-89,,,,111,?,1-8,MD,13,,24,98,14,86,111,110,111,113
218-90,,,,78,?,45-57,MD,400,2,46,101,-26,54,78,38,100,113
218-92,,,,79,?,44-56,MD,396,11,48,100,-10,52,79,69,100,113
218-94,,,,80,?,43-55,MD,304,,47,97,-11,54,80,52,101,113
218-96,,,,81,?,42-54,MD,305,2,47,99,-7,54,81,38,101,113
218-98,,,,82,?,41-53,MD,261,1,44,96,-2,57,82,69,101,113
219-01,,,,36,50,81-99,MD,5553,23,75,103,-33,10,26,43,86,113
219-02,,,,83,?,40-52,MD,245,,42,97,1,60,83,83,102,113
219-03,,,,36,50,81-99,MD,4949,24,75,105,-33,11,28,40,87,113
219-04,,,,84,?,39-51,MD,196,1,42,101,9,61,84,84,103,113
219-05,,,,36,50,81-99,MD,4852,,76,105,-32,10,34,16,87,113
219-06,,,,85,?,38-50,MD,189,,45,99,-6,58,84,79,104,113
219-07,,,,36,50,81-99,MD,5196,33,76,115,-37,10,31,42,86,113
219-08,,,,85,?,38-50,MD,174,,42,103,-3,60,85,63,102,113
219-09,,,,36,50,81-99,MD,1349,28,75,99,-20,14,31,46,89,113
219-10,,,,36,50,81-99,MD,5922,,76,106,-34,13,36,14,89,113
219-11,,,,86,?,37-49,MD,177,,46,103,5,56,86,85,103,113
219-12,,,,36,50,81-99,MD,5980,18,75,105,-28,16,35,44,91,113
219-13,,,,87,?,36-48,MD,138,1,37,97,-10,66,87,58,104,113
219-14,,,,36,50,81-99,MD,6048,,74,107,-39,16,34,22,91,113
219-15,,,,87,?,36-48,MD,141,8,37,97,6,66,87,86,103,113
219-16,,,,36,50,81-99,MD,6010,23,75,108,-33,16,33,46,91,113
219-17,,,,88,?,23-31,MD,115,9,33,95,5,71,87,90,104,113
219-18,,,,36,50,81-99,MD,6253,19,73,102,-31,20,35,44,93,113
219-19,,,,88,?,23-31,MD,139,1,52,96,-1,50,88,86,102,113
219-20,,,,36,50,81-99,MD,5903,27,76,107,-31,14,34,46,90,113
219-21,,,,89,92,27-30,MD,104,1,37,95,3,64,88,87,102,113
219-22,,,,36,50,81-99,MD,5424,24,74,108,-34,18,33,52,93,113
219-23,,,,89,92,27-30,MD,83,,41,100,-1,62,89,87,103,112
219-24,,,,36,50,81-99,MD,505,42,76,102,-11,15,33,51,91,113
219-25,,,,89,92,27-30,MD,109,1,47,96,4,57,89,87,105,113
