201-56,,76,77,76,77,54-59,PA,355,3,44,100,-10,55,76,77,100,113
201-57,,,,,,,,1,68,68,68,44,44,44,112,112,112
201-58,,78,79,78,79,52-57,PA,316,1,41,100,-11,60,78,78,101,113
201-60,,80,82,80,82,49-55,PA,251,,41,98,-3,60,80,78,101,113
201-62,,83,84,83,84,47-52,PA,213,1,38,92,2,64,83,59,103,113
201-64,,85,86,85,86,45-50,PA,144,1,31,94,1,71,85,85,102,113
201-66,,,,87,?,36-48,PA,143,,30,88,19,73,87,87,104,113
201-68,,,,88,?,23-31,PA,132,1,27,99,-1,76,88,88,104,113
201-70,,,,89,92,27-30,PA,116,,36,101,-2,68,90,90,105,113
201-72,,,,89,92,27-30,PA,70,,19,101,12,85,91,91,105,113
201-74,,,,94,?,17-25,PA,58,,37,96,6,66,94,94,104,113
201-76,,,,97,98,21-22,PA,47,,36,94,12,67,97,96,103,113
201-78,,,,100,102,17-19,PA,31,,28,97,9,75,100,100,103,112
201-80,,,,103,105,14-16,PA,46,,20,89,16,85,103,87,106,113
201-82,,,,105,108,11-14,PA,22,,2,24,87,104,105,105,106,112
201-84,,,,108,111,8-11,PA,25,,9,93,20,100,108,108,109,113
201-88,,,,,,,,1,1,1,1,112,112,112,113,113,113
201-97,,,,,,,,1,1,1,1,111,111,111,112,112,112
202-01,,,,36,50,81-99,PA,4934,24,77,104,-33,9,26,43,87,113
202-03,,,,36,50,81-99,PA,4547,29,77,106,-42,9,25,45,86,113
202-05,,,,36,50,81-99,PA,5149,26,77,105,-34,10,25,41,87,113
202-07,,,,36,50,81-99,PA,5819,23,77,106,-34,10,29,41,88,113
202-09,,,,36,50,81-99,PA,6151,26,76,106,-30,10,26,41,87,113
202-10,,,,36,50,81-99,PA,5755,27,75,117,-32,10,25,39,86,113
202-11,,,,,,,,1,1,1,1,112,112,112,113,113,113
202-12,,,,36,50,81-99,PA,6418,19,75,105,-33,17,42,43,92,113
202-14,,,,36,50,81-99,PA,6186,19,74,103,-29,19,36,44,93,113
202-16,,,,36,50,81-99,PA,6392,19,74,105,-28,19,31,44,94,113
202-18,,,,36,50,81-99,PA,5986,21,75,108,-33,15,33,43,90,113
202-20,,,,36,50,81-99,PA,5762,21,75,106,-32,17,36,44,93,113
202-22,,,,36,50,81-99,PA,5259,28,74,109,-28,17,50,49,91,113
202-24,,,,36,50,81-99,PA,4649,22,70,105,-29,25,37,53,96,113
202-25,,,,,,,,1,,,,111,111,111,111,111,111
202-26,,,,51,?,72-84,PA,4619,25,72,105,-30,19,41,51,92,113
202-28,,52,54,52,54,77-83,PA,4142,23,71,106,-43,20,43,7,92,113
202-30,,55,57,55,57,74-80,PA,4044,26,72,106,-32,18,45,55,91,113
202-32,,58,60,58,60,71-77,PA,2740,22,68,107,-28,27,48,62,95,113
202-34,,61,62,61,62,69-74,PA,1974,21,63,102,-28,33,50,63,96,113
202-36,,,,63,?,60-72,PA,1588,20,62,105,-31,35,63,66,97,113
202-38,,64,65,64,65,66-71,PA,1487,19,63,107,-29,34,64,66,97,113
202-40,,65,66,66,?,57-69,PA,2851,19,75,107,-37,8,64,66,84,113
202-42,,67,68,67,68,63-68,PA,1135,11,60,103,-24,35,67,67,95,113
202-44,,69,70,69,70,61-66,PA,1105,16,58,100,-14,39,69,70,98,113
202-46,,,,71,?,52-64,PA,790,18,57,104,-20,40,71,71,97,113
202-48,,,,72,?,51-63,PA,578,12,48,102,-11,51,72,73,99,113
202-50,,,,73,?,50-62,PA,1280,16,67,103,-24,24,73,70,91,113
202-52,,,,74,?,49-61,PA,640,6,50,102,-22,48,74,45,99,113
202-54,,,,75,?,48-60,PA,440,3,44,100,-12,56,75,76,100,113
202-55,,,,,,,,1,,,,112,112,112,112,112,112
202-56,,76,77,76,77,54-59,PA,340,2,40,98,-13,60,76,65,100,113
202-58,,78,79,78,79,52-57,PA,296,,41,98,-11,59,78,78,101,113
202-60,,80,82,80,82,49-55,PA,277,,42,100,-5,58,80,56,101,113
202-61,,,,,,,,1,79,79,79,34,34,34,113,113,113
202-62,,83,84,83,84,47-52,PA,190,1,33,98,7,69,83,83,103,113
202-64,,85,86,85,86,45-50,PA,143,,34,98,-8,68,85,72,102,113
202-66,,,,87,?,36-48,PA,127,3,30,93,1,72,87,89,103,113
202-68,,,,88,?,23-31,PA,117,4,29,94,4,74,88,92,104,113
202-70,,,,89,92,27-30,PA,94,3,36,96,5,69,89,92,105,113
202-72,,,,89,92,27-30,PA,81,1,34,92,9,70,92,92,105,113
202-74,,,,94,?,17-25,PA,84,,39,99,9,64,94,94,103,113
202-76,,,,97,98,21-22,PA,39,,32,91,10,72,97,96,105,113
202-77,,,,,,,,1,1,1,1,111,111,111,112,112,112
202-78,,,,100,103,16-19,PA,40,,26,83,20,77,100,90,103,112
202-80,,,,103,106,13-16,PA,30,,12,95,10,92,103,102,104,113
202-82,,,,106,108,11-13,PA,20,,16,78,31,90,106,104,107,112
202-84,,,,108,111,8-11,PA,16,,11,77,33,98,108,108,109,112
202-86,,,,,,,,1,,,,113,113,113,113,113,113
202-87,,,,,,,,1,,,,112,112,112,112,112,112
202-96,,,,,,,,1,,,,111,111,111,111,111,111
202-99,,,,,,,,1,1,1,1,111,111,111,112,112,112
203-01,,,,36,50,81-99,PA,6367,25,76,105,-32,13,27,42,90,113
203-03,,,,36,50,81-99,PA,5391,18,75,103,-32,9,45,38,85,113
203-05,,,,36,50,81-99,PA,5909,23,75,107,-32,12,36,39,88,113
203-07,,,,36,50,81-99,PA,5913,24,78,107,-35,11,30,17,89,113
203-09,,,,36,50,81-99,PA,6143,25,77,106,-33,11,29,44,89,113
203-10,,,,36,50,81-99,PA,6343,20,77,106,-38,11,29,12,89,113
203-12,,,,36,50,81-99,PA,6477,20,75,106,-32,18,33,45,93,113
203-14,,,,36,50,81-99,PA,6076,21,75,107,-31,15,29,45,90,113
203-16,,,,36,50,81-99,PA,6203,20,75,108,-37,18,37,43,93,113
203-18,,,,36,50,81-99,PA,5834,24,76,105,-31,13,34,44,89,113
203-19,,,,,,,,1,,,,111,111,111,111,111,111
203-20,,,,36,50,81-99,PA,5962,21,75,104,-28,16,33,49,92,113
203-21,,,,,,,,1,,,,111,111,111,111,111,111
203-22,,,,36,50,81-99,PA,5123,26,71,104,-30,23,39,53,95,113
203-24,,,,36,50,81-99,PA,4678,25,71,104,-28,24,38,52,95,113
203-26,,,,51,?,72-84,PA,4378,21,69,103,-24,24,42,51,94,113
203-28,,52,54,52,54,77-83,PA,4309,28,72,111,-34,18,41,53,91,113
203-30,,55,56,55,56,75-80,PA,4021,24,73,104,-31,17,47,58,91,113
203-32,,57,60,57,60,71-78,PA,2681,23,68,105,-26,27,48,60,95,113
203-33,,,,,,,,2,1,37,74,39,75,111,112,112,113
203-34,,61,62,61,62,69-74,PA,1986,21,60,101,-27,36,50,62,97,113
203-35,,,,,,,,1,2,2,2,111,111,111,113,113,113
203-36,,,,63,?,60-72,PA,1878,19,67,105,-35,26,64,66,94,113
203-38,,64,65,64,65,66-71,PA,1601,19,62,103,-27,33,62,63,96,113
203-40,,65,66,66,?,57-69,PA,3180,17,78,112,-41,3,65,66,81,113
203-42,,67,68,67,68,63-68,PA,1351,19,61,105,-33,34,67,67,95,113
203-44,,69,70,69,70,61-66,PA,914,17,52,102,-25,45,68,69,97,113
203-46,,,,71,?,52-64,PA,860,17,55,101,-23,43,71,72,99,113
203-48,,,,72,?,51-63,PA,453,,54,107,-30,42,77,71,97,113
203-50,,,,73,?,50-62,PA,796,19,56,104,-19,41,73,74,97,113
203-52,,,,74,?,49-61,PA,639,,52,101,-21,47,74,3,99,113
203-54,,,,75,?,48-60,PA,409,5,40,99,-16,59,75,76,100,113
203-55,,,,,,,,1,19,19,19,92,92,92,111,111,111
203-56,,76,77,76,77,54-59,PA,355,3,43,99,-15,56,76,77,100,113
203-57,,,,,,,,1,1,1,1,111,111,111,112,112,112
203-58,,78,80,78,80,51-57,PA,287,1,42,111,-43,58,78,68,100,113
203-60,,81,82,81,82,49-54,PA,257,1,41,101,-6,59,80,80,101,113
203-62,,83,84,83,84,47-52,PA,177,,35,95,10,67,83,83,102,113
203-63,,,,,,,,1,1,1,1,111,111,111,112,112,112
203-64,,85,86,85,86,45-50,PA,169,1,35,95,-9,66,85,47,102,113
203-66,,,,87,?,36-48,PA,115,1,30,97,1,73,87,87,103,113
203-68,,,,88,?,23-31,PA,125,1,32,91,4,71,88,88,104,113
203-70,,,,89,92,27-30,PA,94,1,28,104,4,76,90,90,105,112
203-72,,,,89,92,27-30,PA,115,,45,99,3,59,92,92,104,113
203-74,,,,94,?,17-25,PA,101,,40,102,5,64,94,94,104,113
203-76,,,,97,98,21-22,PA,49,,38,96,11,66,97,97,104,113
203-78,,,,100,?,11-19,PA,28,,25,89,14,77,100,84,102,111
203-80,,,,103,106,13-16,PA,19,,8,66,41,95,103,103,104,109
203-82,,,,106,108,11-13,PA,25,,7,83,27,99,106,106,107,112
203-84,,,,108,111,8-11,PA,18,,5,41,70,103,108,108,109,112
203-96,,,,,,,,1,1,1,1,111,111,111,112,112,112
204-01,,51,52,36,50,81-99,PA,5865,25,77,105,-38,10,28,41,87,113
204-03,,51,52,36,50,81-99,PA,6580,22,76,110,-33,12,28,43,89,113
204-05,,51,52,36,50,81-99,PA,5285,27,77,111,-34,10,26,38,87,113
204-07,,51,52,36,50,81-99,PA,4129,31,76,107,-34,8,25,40,85,113
204-09,,51,52,36,50,81-99,PA,4995,29,75,107,-33,6,27,42,82,113
204-10,,51,52,36,50,81-99,PA,4521,22,76,103,-31,9,29,42,86,113
204-11,,,,,,,,2,,,,111,111,112,111,111,112
204-12,,51,52,36,50,81-99,PA,6499,20,74,109,-30,17,32,43,92,113
204-14,,51,52,36,50,81-99,PA,6359,19,74,106,-34,18,39,45,93,113
204-15,,,,,,,,1,1,1,1,112,112,112,113,113,113
204-16,,51,52,36,50,81-99,PA,6294,19,74,106,-33,19,36,26,94,113
204-18,,51,52,36,50,81-99,PA,6224,25,76,106,-33,15,31,22,91,113
204-20,,51,52,36,50,81-99,PA,5737,24,73,107,-32,18,32,47,92,113
204-22,,51,52,36,50,81-99,PA,5304,22,72,107,-30,21,37,52,94,113
204-24,,51,52,36,50,81-99,PA,4416,25,70,114,-38,24,40,55,94,113
204-26,,51,52,51,52,79-84,PA,4029,20,69,108,-27,27,38,54,97,113
204-28,,53,54,53,54,77-82,PA,3493,21,69,111,-31,26,44,52,95,113
204-30,,55,57,55,57,74-80,PA,4063,,73,109,-28,18,44,39,91,113
204-32,,58,60,58,60,71-77,PA,2430,22,66,104,-29,30,48,42,96,113
204-34,,61,62,61,62,69-74,PA,1898,19,63,102,-29,34,52,61,98,113
204-36,,,,63,?,60-72,PA,1780,19,66,108,-31,29,61,65,95,113
204-38,,64,65,64,65,66-71,PA,1582,16,60,105,-29,36,63,65,97,113
204-39,,,,,,,,1,,,,111,111,111,111,111,111
204-40,,65,66,66,?,57-69,PA,2826,18,77,107,-35,5,66,65,83,113
204-42,,67,68,67,68,63-68,PA,1213,19,62,106,-33,33,67,67,95,113
204-43,,,,,,,,1,,,,112,112,112,112,112,112
204-44,,69,70,69,70,61-66,PA,1043,16,56,107,-21,40,69,32,97,113
204-46,,71,72,71,72,59-64,PA,815,16,54,102,-18,43,71,71,98,113
204-48,,,,73,?,50-62,PA,403,4,50,106,-23,48,77,76,98,113
204-50,,,,73,?,50-62,PA,772,12,53,101,-27,44,73,74,97,113
204-52,,,,74,?,49-61,PA,615,,52,101,-24,46,74,59,99,113
204-54,,75,76,75,76,55-60,PA,530,9,51,101,-8,48,75,76,100,113
204-56,,,,77,?,46-58,PA,347,2,42,98,-15,59,76,77,101,113
204-58,,78,80,78,79,52-57,PA,316,1,44,101,-18,56,78,78,100,113
204-60,,81,82,80,81,50-55,PA,228,,41,99,-3,60,80,58,101,113
204-61,,,,,,,,1,1,1,1,111,111,111,112,112,112
204-62,,83,84,82,83,48-53,PA,171,,34,96,-6,67,83,83,102,113
204-64,,85,86,84,86,45-51,PA,173,,37,98,-8,67,85,85,104,113
204-66,,,,87,?,36-48,PA,143,3,32,98,-1,71,87,87,103,113
204-68,,,,88,?,23-31,PA,119,1,32,96,0,70,88,88,103,113
204-70,,,,89,92,27-30,PA,61,1,15,24,89,89,90,90,104,113
204-72,,,,89,92,27-30,PA,87,,27,97,3,76,92,91,104,113
204-74,,,,94,?,17-25,PA,26,,8,18,94,94,94,94,102,112
204-76,,,,97,98,21-22,PA,42,,30,91,12,73,97,97,104,113
204-78,,,,100,?,11-19,PA,42,,35,93,18,70,100,99,105,113
204-79,,,,,,,,1,1,1,1,111,111,111,112,112,112
204-80,,,,103,106,13-16,PA,42,,24,102,11,81,103,103,105,113
204-82,,,,106,108,11-13,PA,24,,11,89,18,95,106,106,107,113
204-84,,,,108,111,8-11,PA,24,1,6,65,48,103,109,109,109,113
204-86,,,,,,,,1,,,,112,112,112,112,112,112
204-88,,,,,,,,1,,,,112,112,112,112,112,112
204-91,,,,,,,,1,,,,113,113,113,113,113,113
204-96,,,,,,,,1,,,,111,111,111,111,111,111
204-98,,,,,,,,1,,,,111,111,111,111,111,111
205-01,,51,52,36,50,81-99,PA,5098,26,77,106,-32,5,26,41,83,113
205-03,,51,52,36,50,81-99,PA,5335,29,75,104,-28,7,25,40,82,113
205-05,,51,52,36,50,81-99,PA,5008,25,75,103,-32,6,24,43,82,113
205-07,,51,52,36,50,81-99,PA,5322,24,76,104,-31,4,24,39,80,113
205-09,,51,52,36,50,81-99,PA,5137,24,76,104,-42,3,25,36,80,113
205-10,,51,52,36,50,81-99,PA,5606,25,76,105,-33,11,26,39,87,113
205-12,,51,52,36,50,81-99,PA,6592,20,75,102,-33,16,30,43,92,113
205-14,,51,52,36,50,81-99,PA,5706,27,74,103,-33,16,33,48,91,113
205-16,,51,52,36,50,81-99,PA,6298,24,75,108,-29,19,33,46,94,113
205-18,,51,52,36,50,81-99,PA,6249,30,75,106,-32,16,31,44,92,113
205-20,,51,52,36,50,81-99,PA,5182,20,71,104,-33,22,39,49,94,113
205-22,,51,52,36,50,81-99,PA,5455,21,73,106,-31,21,36,29,94,113
205-24,,51,52,36,50,81-99,PA,4800,20,72,106,-26,22,39,50,94,113
205-25,,,,,,,,1,,,,111,111,111,111,111,111
205-26,,51,52,51,52,79-84,PA,4209,25,69,105,-30,27,38,52,97,113
205-28,,53,54,53,54,77-82,PA,3484,18,67,106,-32,27,57,54,94,113
205-30,,55,57,55,57,74-80,PA,4773,,75,107,-33,13,60,39,88,113
205-31,,,,,,,,1,,,,113,113,113,113,113,113
205-32,,58,60,58,60,71-77,PA,2763,21,69,107,-33,27,47,62,96,113
205-34,,61,62,61,62,69-74,PA,1828,19,63,105,-24,35,49,63,98,113
205-36,,,,63,?,60-72,PA,1687,19,64,119,-48,31,61,65,95,113
205-38,,64,65,64,65,66-71,PA,1468,17,61,103,-30,33,64,65,95,113
205-40,,65,66,66,?,57-69,PA,2548,20,75,110,-37,9,65,66,84,113
205-42,,67,68,67,68,63-68,PA,1147,16,60,102,-26,35,67,67,96,113
205-43,,,,,,,,1,,,,112,112,112,112,112,112
205-44,,69,70,69,70,61-66,PA,1006,17,57,104,-22,40,69,69,97,113
205-45,,,,,,,,1,1,1,1,112,112,112,113,113,113
205-46,,71,72,71,72,59-64,PA,898,18,56,104,-21,41,71,26,98,113
205-48,,,,73,?,50-62,PA,387,6,49,100,-19,49,77,76,98,113
205-50,,,,73,?,50-62,PA,1840,17,70,104,-25,20,72,73,91,113
205-52,,,,74,?,49-61,PA,609,,52,101,-15,45,74,57,98,113
205-53,,,,,,,,1,1,1,1,112,112,112,113,113,113
205-54,,75,76,75,76,55-60,PA,405,4,42,102,-15,58,75,70,100,113
205-56,,,,77,?,46-58,PA,302,1,39,92,-3,62,76,77,101,113
205-58,,78,80,78,80,51-57,PA,314,5,43,114,-35,56,79,76,100,113
205-60,,81,82,81,82,49-54,PA,252,3,44,99,-19,58,81,75,102,113
205-62,,83,84,83,84,47-52,PA,213,1,36,103,-1,66,83,83,102,113
205-64,,85,86,85,86,45-50,PA,160,4,38,98,-7,65,85,85,103,113
205-66,,,,87,?,36-48,PA,125,1,33,100,1,70,87,87,103,113
205-68,,,,88,?,23-31,PA,117,,32,93,11,71,88,88,104,113
205-70,,,,89,92,27-30,PA,110,,36,99,-5,69,90,90,105,113
205-72,,,,89,92,27-30,PA,31,1,12,22,91,91,91,92,103,113
205-74,,,,94,?,17-25,PA,88,,44,104,0,59,94,94,104,113
205-76,,,,97,98,21-22,PA,46,,27,88,16,76,97,96,104,113
205-78,,,,100,?,11-19,PA,39,,28,90,21,76,100,100,105,113
205-80,,,,103,106,13-16,PA,29,,7,79,32,97,103,102,105,112
205-82,,,,106,109,10-13,PA,21,,7,60,53,99,106,106,107,113
205-84,,,,109,111,8-10,PA,20,,1,23,87,107,109,108,109,112
205-88,,,,,,,,1,,,,111,111,111,111,111,111
205-94,,,,,,,,1,,,,112,112,112,112,112,112
205-95,,,,,,,,1,,,,112,112,112,112,112,112
205-99,,,,,,,,1,1,1,1,112,112,112,113,113,113
206-01,,51,52,36,50,81-99,PA,5448,23,76,105,-34,7,25,38,84,113
206-03,,51,52,36,50,81-99,PA,5621,26,76,104,-30,8,33,40,84,113
206-05,,51,52,36,50,81-99,PA,5157,25,76,113,-31,6,47,41,83,113
206-07,,51,52,36,50,81-99,PA,5798,28,76,104,-36,9,27,39,85,113
206-09,,51,52,36,50,81-99,PA,5071,27,76,106,-33,7,31,40,83,113
206-10,,51,52,36,50,81-99,PA,4919,25,76,103,-36,7,24,37,83,113
206-11,,,,,,,,1,,,,112,112,112,112,112,112
206-12,,51,52,36,50,81-99,PA,6224,21,74,105,-33,16,33,44,91,113
206-14,,51,52,36,50,81-99,PA,5552,19,73,105,-30,19,35,43,93,113
206-16,,51,52,36,50,81-99,PA,6430,19,74,105,-28,18,31,25,93,113
206-18,,51,52,36,50,81-99,PA,6230,25,75,104,-31,17,37,45,92,113
206-20,,51,52,36,50,81-99,PA,5064,16,74,111,-30,16,43,44,91,113
206-22,,51,52,36,50,81-99,PA,5493,21,74,107,-28,18,39,51,93,113
206-24,,51,52,36,50,81-99,PA,4736,25,71,106,-26,24,38,57,96,113
206-26,,51,52,51,52,79-84,PA,4211,20,68,102,-22,28,39,52,97,113
206-28,,53,54,53,54,77-82,PA,3507,,69,104,-31,26,42,34,95,113
206-29,,,,,,,,1,,,,111,111,111,111,111,111
206-30,,55,57,55,57,74-80,PA,3885,20,72,104,-35,18,47,56,91,113
206-32,,58,60,58,60,71-77,PA,2625,21,68,108,-29,27,47,57,96,113
206-34,,61,62,61,62,69-74,PA,1968,20,63,104,-24,33,51,66,97,113
206-36,,,,63,?,60-72,PA,3880,16,83,108,-40,2,62,61,85,113
206-38,,64,65,64,65,66-71,PA,1569,17,62,103,-28,34,64,66,97,113
206-40,,65,66,66,?,57-69,PA,3129,19,77,108,-34,4,61,66,81,113
206-42,,67,68,67,68,63-68,PA,1372,19,62,106,-30,32,67,67,95,113
206-44,,,,69,?,54-66,PA,960,17,57,104,-22,39,70,69,97,113
206-45,,,,,,,,2,,,1,112,112,112,112,112,113
206-46,,70,72,70,72,59-65,PA,853,17,57,102,-23,40,70,71,98,113
206-48,,,,73,?,50-62,PA,413,,46,104,-20,54,77,76,100,113
206-49,,,,,,,,1,1,1,1,112,112,112,113,113,113
206-50,,,,73,?,50-62,PA,1573,14,70,105,-24,21,73,30,91,113
206-52,,,,74,?,49-61,PA,575,6,53,102,-20,45,74,76,99,113
206-53,,,,,,,,1,1,1,1,112,112,112,113,113,113
206-54,,75,76,75,76,55-60,PA,456,4,45,97,-15,55,75,76,100,113
206-56,,,,77,?,46-58,PA,367,1,46,105,-24,54,76,70,101,113
206-57,,,,,,,,1,,,,112,112,112,112,112,112
206-58,,78,80,78,80,51-57,PA,274,,44,96,-25,56,78,55,100,113
206-60,,81,82,81,82,49-54,PA,208,,41,102,-20,60,81,81,101,113
206-61,,,,,,,,1,1,1,1,111,111,111,112,112,112
206-62,,83,84,83,84,47-52,PA,201,2,36,106,-2,66,83,45,103,113
206-64,,85,86,85,86,45-50,PA,161,,35,94,2,67,85,79,103,113
206-66,,,,87,?,36-48,PA,132,1,31,99,-11,72,87,88,103,113
206-68,,,,88,?,23-31,PA,128,1,30,96,-2,74,88,88,104,113
206-70,,,,89,92,27-30,PA,123,3,31,101,-5,72,90,90,104,113
206-72,,,,89,92,27-30,PA,47,,13,22,90,90,91,91,104,113
206-73,,,,,,,,1,,,,111,111,111,111,111,111
206-74,,,,94,?,17-25,PA,58,,29,94,17,74,94,94,104,113
206-76,,,,97,98,21-22,PA,63,,26,93,-12,77,97,63,104,113
206-78,,,,100,?,11-19,PA,40,,24,90,17,80,100,100,104,112
206-80,,,,103,106,13-16,PA,29,,3,54,57,100,103,103,104,112
206-82,,,,106,109,10-13,PA,22,,23,87,21,83,106,106,107,112
206-84,,,,109,111,8-10,PA,19,,9,70,41,100,109,109,109,112
206-90,,,,,,,,1,,,,111,111,111,111,111,111
206-98,,,,,,,,1,,,,112,112,112,112,112,112
207-01,,,,36,50,81-99,PA,5465,28,76,107,-34,8,27,42,84,113
207-02,,,,,,,,1,,,,112,112,112,112,112,112
207-03,,,,36,50,81-99,PA,5851,24,76,110,-36,10,28,39,87,113
207-05,,,,36,50,81-99,PA,5859,26,76,103,-47,9,27,39,85,113
207-07,,,,36,50,81-99,PA,6447,25,76,108,-39,8,25,11,85,113
207-09,,,,36,50,81-99,PA,6483,29,77,107,-30,4,25,38,82,113
207-10,,,,36,50,81-99,PA,7024,29,78,108,-45,6,28,40,84,113
207-12,,,,36,50,81-99,PA,5884,27,75,105,-31,14,35,43,89,113
207-14,,,,36,50,81-99,PA,5765,,72,112,-26,21,34,27,93,113
207-16,,,,36,50,81-99,PA,6249,24,73,103,-28,20,36,42,94,113
207-18,,,,36,50,81-99,PA,6143,19,76,106,-33,16,31,44,92,113
207-20,,,,36,50,81-99,PA,5141,27,76,108,-30,14,37,48,90,113
207-22,,,,36,50,81-99,PA,5430,21,73,105,-28,21,37,46,94,113
207-24,,,,36,50,81-99,PA,4594,21,71,105,-27,25,38,53,96,113
207-26,,,,51,?,72-84,PA,4331,20,69,104,-29,26,38,34,96,113
207-28,,52,54,52,54,77-83,PA,4007,18,70,109,-33,24,40,50,94,113
207-29,,,,,,,,1,,,,112,112,112,112,112,112
207-30,,55,57,55,57,74-80,PA,4164,23,73,109,-33,16,46,56,90,113
207-32,,58,60,58,60,71-77,PA,2845,20,69,108,-28,26,48,60,95,113
207-33,,,,,,,,1,,,,112,112,112,112,112,112
207-34,,61,62,61,62,69-74,PA,2008,20,63,102,-25,34,49,60,97,113
207-35,,,,,,,,1,71,71,71,42,42,42,113,113,113
207-36,,,,63,?,60-72,PA,1638,19,63,105,-28,32,61,65,96,113
207-37,,,,,,,,1,,,,111,111,111,111,111,111
207-38,,64,65,64,65,66-71,PA,1460,20,61,108,-30,35,62,66,97,113
207-40,,65,66,66,?,57-69,PA,2829,18,75,111,-35,6,64,66,82,113
207-42,,67,68,67,68,63-68,PA,1048,19,60,101,-25,35,68,68,96,113
207-44,,69,70,69,70,61-66,PA,893,,56,100,-20,42,69,53,98,113
207-46,,71,72,71,72,59-64,PA,871,16,57,105,-28,41,71,71,98,113
207-48,,,,73,?,50-62,PA,379,2,43,103,-14,56,77,59,99,113
207-50,,,,73,?,50-62,PA,557,6,48,96,-2,52,73,73,100,113
207-52,,,,74,?,49-61,PA,600,7,52,101,-11,45,74,75,98,113
207-53,,,,,,,,1,,,,111,111,111,111,111,111
207-54,,75,76,75,76,55-60,PA,399,4,42,101,-7,59,75,77,101,113
207-56,,,,77,?,46-58,PA,413,4,47,97,-16,53,77,73,100,113
207-58,,78,80,78,80,51-57,PA,326,3,43,111,-32,57,78,78,101,113
207-60,,81,82,81,82,49-54,PA,230,,39,105,-5,63,81,81,102,113
207-62,,83,84,83,84,47-52,PA,188,,37,94,-8,65,83,82,102,113
207-64,,85,86,85,86,45-50,PA,156,1,35,103,-1,68,85,85,104,113
207-66,,,,87,?,36-48,PA,129,,31,106,0,72,87,87,104,113
207-68,,,,88,?,23-31,PA,133,1,39,99,3,64,88,88,103,113
207-70,,,,89,92,27-30,PA,78,,25,88,14,79,90,90,105,113
207-72,,,,89,92,27-30,PA,85,,34,91,11,70,92,92,104,113
207-73,,,,,,,,1,1,1,1,111,111,111,112,112,112
207-74,,,,94,?,17-25,PA,74,,45,96,7,58,94,94,104,113
207-76,,,,97,98,21-22,PA,40,,29,88,17,74,97,97,103,112
207-78,,,,100,?,11-19,PA,37,,21,90,22,82,100,100,104,112
207-80,,,,103,106,13-16,PA,32,,19,85,23,86,103,103,105,112
207-82,,,,106,109,10-13,PA,23,,20,99,13,88,106,106,108,113
207-84,,,,109,111,8-10,PA,15,,7,66,44,102,109,109,109,112
207-89,,,,,,,,2,,,1,112,112,112,112,112,113
208-01,,51,52,36,50,81-99,PA,6643,26,77,104,-29,4,22,37,81,113
208-03,,51,52,36,50,81-99,PA,6823,1,77,106,-28,4,24,19,82,113
208-05,,51,52,36,50,81-99,PA,6735,33,76,107,-41,5,24,38,81,113
208-06,,,,,,,,1,,,,111,111,111,111,111,111
