854-25,,,,,,,,1,,,,111,111,111,111,111,111
854-45,,,,,,,,1,1,1,1,111,111,111,112,112,112
854-56,,,,,,,,1,,,,112,112,112,112,112,112
854-61,,,,,,,,1,,,,112,112,112,112,112,112
854-70,,,,,,,,1,,,,111,111,111,111,111,111
854-72,,,,,,,,1,1,1,1,111,111,111,112,112,112
854-73,,,,,,,,1,73,73,73,39,39,39,112,112,112
854-74,,,,,,,,1,,,,111,111,111,111,111,111
854-76,,,,,,,,1,,,,111,111,111,111,111,111
854-83,,,,,,,,1,,,,112,112,112,112,112,112
854-85,,,,,,,,1,,,,112,112,112,112,112,112
854-94,,,,,,,,1,,,,111,111,111,111,111,111
854-98,,,,,,,,1,1,1,1,111,111,111,112,112,112
854-99,,,,,,,,1,,,,111,111,111,111,111,111
855-06,,,,,,,,1,,,,111,111,111,111,111,111
855-11,,,,,,,,1,,,,112,112,112,112,112,112
855-16,,,,,,,,1,,,,111,111,111,111,111,111
855-18,,,,,,,,1,,,,112,112,112,112,112,112
855-24,,,,,,,,1,1,1,1,111,111,111,112,112,112
855-27,,,,,,,,1,,,,111,111,111,111,111,111
855-31,,,,,,,,1,,,,112,112,112,112,112,112
855-40,,,,,,,,1,1,1,1,111,111,111,112,112,112
855-43,,,,,,,,1,,,,112,112,112,112,112,112
855-60,,,,,,,,1,,,,112,112,112,112,112,112
855-67,,,,,,,,1,1,1,1,111,111,111,112,112,112
855-69,,,,,,,,1,,,,113,113,113,113,113,113
855-72,,,,,,,,1,,,,113,113,113,113,113,113
855-76,,,,,,,,1,,,,111,111,111,111,111,111
855-91,,,,,,,,1,1,1,1,111,111,111,112,112,112
855-93,,,,,,,,1,2,2,2,111,111,111,113,113,113
855-99,,,,,,,,1,1,1,1,112,112,112,113,113,113
856-03,,,,,,,,1,,,,111,111,111,111,111,111
856-08,,,,,,,,1,,,,111,111,111,111,111,111
856-14,,,,,,,,1,,,,112,112,112,112,112,112
856-21,,,,,,,,1,,,,112,112,112,112,112,112
856-36,,,,,,,,1,,,,113,113,113,113,113,113
856-41,,,,,,,,2,,,,112,112,112,112,112,112
856-54,,,,,,,,1,,,,112,112,112,112,112,112
856-66,,,,,,,,1,,,,112,112,112,112,112,112
856-69,,,,,,,,1,1,1,1,112,112,112,113,113,113
856-76,,,,,,,,1,,,,112,112,112,112,112,112
856-78,,,,,,,,1,,,,111,111,111,111,111,111
856-80,,,,,,,,3,,,1,111,112,113,112,112,113
856-81,,,,,,,,1,,,,112,112,112,112,112,112
856-96,,,,,,,,1,74,74,74,37,37,37,111,111,111
857-03,,,,,,,,3,,,1,111,111,112,112,112,113
857-04,,,,,,,,2,,,,112,112,113,112,112,113
857-05,,,,,,,,1,,,,111,111,111,111,111,111
857-13,,,,,,,,1,,,,112,112,112,112,112,112
857-18,,,,,,,,2,,,,112,112,112,112,112,112
857-20,,,,,,,,1,,,,112,112,112,112,112,112
857-24,,,,,,,,1,,,,112,112,112,112,112,112
857-26,,,,,,,,2,1,1,1,112,112,112,113,113,113
857-27,,,,,,,,1,86,86,86,26,26,26,112,112,112
857-36,,,,,,,,1,1,1,1,112,112,112,113,113,113
857-39,,,,,,,,1,,,,112,112,112,112,112,112
857-46,,,,,,,,1,,,,111,111,111,111,111,111
857-48,,,,,,,,1,,,,111,111,111,111,111,111
857-49,,,,,,,,1,,,,111,111,111,111,111,111
857-53,,,,,,,,1,,,,112,112,112,112,112,112
857-54,,,,,,,,1,1,1,1,111,111,111,112,112,112
857-56,,,,,,,,1,,,,111,111,111,111,111,111
857-72,,,,,,,,1,1,1,1,111,111,111,112,112,112
857-77,,,,,,,,1,,,,112,112,112,112,112,112
857-80,,,,,,,,1,49,49,49,64,64,64,113,113,113
857-87,,,,,,,,2,,,,112,112,112,112,112,112
857-90,,,,,,,,1,,,,112,112,112,112,112,112
858-01,,,,,,,,1,1,1,1,111,111,111,112,112,112
858-05,,,,,,,,1,2,2,2,111,111,111,113,113,113
858-06,,,,,,,,2,,,1,112,112,112,112,112,113
858-16,,,,,,,,1,2,2,2,111,111,111,113,113,113
858-25,,,,,,,,1,1,1,1,112,112,112,113,113,113
858-40,,,,,,,,1,62,62,62,51,51,51,113,113,113
858-43,,,,,,,,1,,,,112,112,112,112,112,112
858-45,,,,,,,,1,,,,112,112,112,112,112,112
858-47,,,,,,,,1,,,,112,112,112,112,112,112
858-49,,,,,,,,1,,,,112,112,112,112,112,112
858-53,,,,,,,,1,,,,112,112,112,112,112,112
858-60,,,,,,,,1,,,,111,111,111,111,111,111
858-65,,,,,,,,1,68,68,68,44,44,44,112,112,112
858-79,,,,,,,,1,,,,112,112,112,112,112,112
858-87,,,,,,,,1,1,1,1,111,111,111,112,112,112
858-92,,,,,,,,1,,,,111,111,111,111,111,111
859-01,,,,,,,,1,84,84,84,29,29,29,113,113,113
859-02,,,,,,,,1,,,,112,112,112,112,112,112
859-12,,,,,,,,1,,,,112,112,112,112,112,112
859-17,,,,,,,,1,,,,112,112,112,112,112,112
859-28,,,,,,,,1,2,2,2,111,111,111,113,113,113
859-33,,,,,,,,1,,,,112,112,112,112,112,112
859-43,,,,,,,,1,,,,112,112,112,112,112,112
859-51,,,,,,,,1,,,,111,111,111,111,111,111
859-54,,,,,,,,1,32,32,32,80,80,80,112,112,112
859-55,,,,,,,,1,,,,111,111,111,111,111,111
859-77,,,,,,,,1,,,,112,112,112,112,112,112
859-87,,,,,,,,1,1,1,1,112,112,112,113,113,113
860-01,,,,,,,,1,,,,112,112,112,112,112,112
860-03,,,,,,,,1,,,,111,111,111,111,111,111
860-04,,,,,,,,1,1,1,1,112,112,112,113,113,113
860-05,,,,,,,,1,,,,112,112,112,112,112,112
860-06,,,,,,,,1,,,,112,112,112,112,112,112
860-21,,,,,,,,1,,,,111,111,111,111,111,111
860-30,,,,,,,,1,1,1,1,111,111,111,112,112,112
860-38,,,,,,,,1,1,1,1,111,111,111,112,112,112
860-39,,,,,,,,1,1,1,1,112,112,112,113,113,113
860-40,,,,,,,,1,,,,112,112,112,112,112,112
860-58,,,,,,,,1,2,2,2,111,111,111,113,113,113
860-69,,,,,,,,1,,,,111,111,111,111,111,111
860-73,,,,,,,,1,1,1,1,111,111,111,112,112,112
860-77,,,,,,,,1,1,1,1,111,111,111,112,112,112
860-91,,,,,,,,1,,,,113,113,113,113,113,113
860-95,,,,,,,,1,,,,111,111,111,111,111,111
860-97,,,,,,,,1,,,,112,112,112,112,112,112
861-01,,,,,,,,1,1,1,1,112,112,112,113,113,113
861-09,,,,,,,,1,,,,111,111,111,111,111,111
861-12,,,,,,,,1,,,,112,112,112,112,112,112
861-13,,,,,,,,1,79,79,79,34,34,34,113,113,113
861-26,,,,,,,,1,,,,112,112,112,112,112,112
861-29,,,,,,,,1,,,,111,111,111,111,111,111
861-35,,,,,,,,1,2,2,2,111,111,111,113,113,113
861-37,,,,,,,,2,1,1,1,112,112,112,113,113,113
861-55,,,,,,,,1,57,57,57,54,54,54,111,111,111
861-57,,,,,,,,1,1,1,1,111,111,111,112,112,112
861-64,,,,,,,,1,65,65,65,48,48,48,113,113,113
861-72,,,,,,,,1,,,,111,111,111,111,111,111
861-73,,,,,,,,2,,,1,111,111,111,111,111,112
861-76,,,,,,,,2,,,,111,111,111,111,111,111
861-77,,,,,,,,3,,,1,111,112,113,112,112,113
861-84,,,,,,,,1,,,,112,112,112,112,112,112
861-88,,,,,,,,1,,,,111,111,111,111,111,111
862-04,,,,,,,,1,1,1,1,112,112,112,113,113,113
862-28,,,,,,,,1,,,,113,113,113,113,113,113
862-31,,,,,,,,1,,,,112,112,112,112,112,112
862-40,,,,,,,,1,,,,112,112,112,112,112,112
862-53,,,,,,,,1,,,,111,111,111,111,111,111
862-55,,,,,,,,1,,,,112,112,112,112,112,112
862-57,,,,,,,,1,,,,111,111,111,111,111,111
862-58,,,,,,,,1,1,1,1,112,112,112,113,113,113
862-59,,,,,,,,1,1,1,1,111,111,111,112,112,112
862-83,,,,,,,,1,,,,112,112,112,112,112,112
862-84,,,,,,,,1,,,,112,112,112,112,112,112
862-93,,,,,,,,1,,,,112,112,112,112,112,112
863-03,,,,,,,,1,,,,112,112,112,112,112,112
863-04,,,,,,,,1,41,41,41,71,71,71,112,112,112
863-15,,,,,,,,1,,,,113,113,113,113,113,113
863-19,,,,,,,,1,,,,113,113,113,113,113,113
863-20,,,,,,,,1,,,,111,111,111,111,111,111
863-24,,,,,,,,1,2,2,2,111,111,111,113,113,113
863-31,,,,,,,,1,2,2,2,111,111,111,113,113,113
863-32,,,,,,,,1,,,,113,113,113,113,113,113
863-40,,,,,,,,1,,,,112,112,112,112,112,112
863-56,,,,,,,,1,,,,111,111,111,111,111,111
863-63,,,,,,,,2,,,,112,112,112,112,112,112
863-64,,,,,,,,1,1,1,1,112,112,112,113,113,113
863-80,,,,,,,,1,,,,112,112,112,112,112,112
863-84,,,,,,,,1,,,,112,112,112,112,112,112
863-95,,,,,,,,1,1,1,1,111,111,111,112,112,112
864-04,,,,,,,,1,1,1,1,111,111,111,112,112,112
864-05,,,,,,,,1,,,,111,111,111,111,111,111
864-13,,,,,,,,1,99,99,99,13,13,13,112,112,112
864-23,,,,,,,,1,,,,111,111,111,111,111,111
864-36,,,,,,,,1,,,,111,111,111,111,111,111
864-38,,,,,,,,1,,,,112,112,112,112,112,112
864-49,,,,,,,,1,,,,113,113,113,113,113,113
864-50,,,,,,,,1,,,,111,111,111,111,111,111
864-60,,,,,,,,1,1,1,1,111,111,111,112,112,112
864-63,,,,,,,,1,,,,113,113,113,113,113,113
864-81,,,,,,,,1,,,,112,112,112,112,112,112
864-87,,,,,,,,1,,,,111,111,111,111,111,111
865-02,,,,,,,,1,1,1,1,111,111,111,112,112,112
865-17,,,,,,,,1,,,,112,112,112,112,112,112
865-36,,,,,,,,2,1,30,60,53,82,112,113,113,113
865-37,,,,,,,,1,,,,112,112,112,112,112,112
865-43,,,,,,,,1,1,1,1,111,111,111,112,112,112
865-58,,,,,,,,1,1,1,1,111,111,111,112,112,112
865-64,,,,,,,,1,1,1,1,111,111,111,112,112,112
865-68,,,,,,,,1,1,1,1,111,111,111,112,112,112
865-74,,,,,,,,1,1,1,1,112,112,112,113,113,113
865-75,,,,,,,,1,1,1,1,111,111,111,112,112,112
865-77,,,,,,,,1,,,,112,112,112,112,112,112
865-80,,,,,,,,1,,,,113,113,113,113,113,113
865-92,,,,,,,,1,,,,112,112,112,112,112,112
866-06,,,,,,,,1,,,,111,111,111,111,111,111
866-08,,,,,,,,1,,,,112,112,112,112,112,112
866-10,,,,,,,,2,,,,112,112,112,112,112,112
866-14,,,,,,,,1,,,,111,111,111,111,111,111
866-23,,,,,,,,1,,,,111,111,111,111,111,111
866-25,,,,,,,,1,,,,112,112,112,112,112,112
866-29,,,,,,,,3,,,1,111,111,112,111,112,113
866-31,,,,,,,,1,,,,112,112,112,112,112,112
866-61,,,,,,,,1,,,,112,112,112,112,112,112
866-68,,,,,,,,1,,,,112,112,112,112,112,112
866-86,,,,,,,,1,,,,112,112,112,112,112,112
866-95,,,,,,,,1,,,,112,112,112,112,112,112
866-97,,,,,,,,1,,,,113,113,113,113,113,113
867-02,,,,,,,,1,,,,112,112,112,112,112,112
867-06,,,,,,,,1,,,,111,111,111,111,111,111
867-26,,,,,,,,1,,,,112,112,112,112,112,112
867-27,,,,,,,,1,1,1,1,112,112,112,113,113,113
867-28,,,,,,,,1,41,41,41,72,72,72,113,113,113
867-34,,,,,,,,1,71,71,71,42,42,42,113,113,113
867-38,,,,,,,,1,,,,113,113,113,113,113,113
867-40,,,,,,,,1,,,,112,112,112,112,112,112
867-43,,,,,,,,1,1,1,1,111,111,111,112,112,112
867-47,,,,,,,,2,,1,2,110,110,111,110,111,113
867-56,,,,,,,,1,,,,112,112,112,112,112,112
867-67,,,,,,,,1,,,,113,113,113,113,113,113
867-71,,,,,,,,1,1,1,1,112,112,112,113,113,113
867-73,,,,,,,,1,1,1,1,111,111,111,112,112,112
867-77,,,,,,,,1,,,,112,112,112,112,112,112
867-78,,,,,,,,1,,,,112,112,112,112,112,112
867-84,,,,,,,,1,83,83,83,30,30,30,113,113,113
867-88,,,,,,,,1,,,,113,113,113,113,113,113
867-89,,,,,,,,1,1,1,1,111,111,111,112,112,112
867-92,,,,,,,,1,1,1,1,111,111,111,112,112,112
867-94,,,,,,,,1,,,,111,111,111,111,111,111
868-20,,,,,,,,1,1,1,1,111,111,111,112,112,112
868-21,,,,,,,,1,,,,112,112,112,112,112,112
868-24,,,,,,,,1,1,1,1,111,111,111,112,112,112
868-31,,,,,,,,1,1,1,1,111,111,111,112,112,112
868-38,,,,,,,,1,,,,112,112,112,112,112,112
868-39,,,,,,,,1,,,,113,113,113,113,113,113
868-45,,,,,,,,1,1,1,1,112,112,112,113,113,113
868-47,,,,,,,,1,,,,112,112,112,112,112,112
868-78,,,,,,,,1,2,2,2,111,111,111,113,113,113
868-90,,,,,,,,2,,,1,111,111,112,111,112,113
868-91,,,,,,,,1,,,,112,112,112,112,112,112
868-97,,,,,,,,1,,,,112,112,112,112,112,112
868-98,,,,,,,,1,61,61,61,50,50,50,111,111,111
869-18,,,,,,,,1,,,,111,111,111,111,111,111
869-20,,,,,,,,1,1,1,1,111,111,111,112,112,112
869-43,,,,,,,,1,,,,112,112,112,112,112,112
869-49,,,,,,,,1,,,,112,112,112,112,112,112
869-50,,,,,,,,2,1,37,73,39,75,111,112,112,112
869-54,,,,,,,,1,,,,112,112,112,112,112,112
869-58,,,,,,,,1,,,,112,112,112,112,112,112
869-61,,,,,,,,1,,,,112,112,112,112,112,112
869-64,,,,,,,,1,,,,112,112,112,112,112,112
869-65,,,,,,,,1,,,,112,112,112,112,112,112
869-71,,,,,,,,1,,,,112,112,112,112,112,112
869-82,,,,,,,,1,,,,112,112,112,112,112,112
869-91,,,,,,,,1,,,,112,112,112,112,112,112
869-93,,,,,,,,1,35,35,35,77,77,77,112,112,112
870-08,,,,,,,,1,1,1,1,111,111,111,112,112,112
870-09,,,,,,,,1,,,,112,112,112,112,112,112
870-11,,,,,,,,1,,,,112,112,112,112,112,112
870-13,,,,,,,,1,62,62,62,50,50,50,112,112,112
870-22,,,,,,,,1,,,,113,113,113,113,113,113
870-37,,,,,,,,1,,,,112,112,112,112,112,112
870-38,,,,,,,,1,1,1,1,112,112,112,113,113,113
870-48,,,,,,,,2,,,,112,112,112,112,112,112
870-56,,,,,,,,1,1,1,1,111,111,111,112,112,112
870-58,,,,,,,,1,1,1,1,112,112,112,113,113,113
870-60,,,,,,,,1,,,,111,111,111,111,111,111
870-62,,,,,,,,1,,,,111,111,111,111,111,111
870-67,,,,,,,,1,,,,112,112,112,112,112,112
870-79,,,,,,,,1,,,,111,111,111,111,111,111
870-81,,,,,,,,2,,,,112,112,112,112,112,112
870-84,,,,,,,,1,2,2,2,111,111,111,113,113,113
870-89,,,,,,,,1,,,,111,111,111,111,111,111
870-90,,,,,,,,1,1,1,1,111,111,111,112,112,112
870-92,,,,,,,,1,1,1,1,111,111,111,112,112,112
871-04,,,,,,,,1,,,,111,111,111,111,111,111
871-05,,,,,,,,1,,,,111,111,111,111,111,111
871-12,,,,,,,,1,,,,112,112,112,112,112,112
871-23,,,,,,,,1,1,1,1,111,111,111,112,112,112
871-25,,,,,,,,1,,,,113,113,113,113,113,113
871-36,,,,,,,,1,2,2,2,111,111,111,113,113,113
871-43,,,,,,,,1,,,,111,111,111,111,111,111
871-55,,,,,,,,1,1,1,1,112,112,112,113,113,113
871-59,,,,,,,,1,1,1,1,111,111,111,112,112,112
871-64,,,,,,,,1,,,,112,112,112,112,112,112
871-83,,,,,,,,1,1,1,1,111,111,111,112,112,112
871-94,,,,,,,,1,,,,112,112,112,112,112,112
871-96,,,,,,,,1,,,,111,111,111,111,111,111
872-11,,,,,,,,2,,,,111,111,112,111,111,112
872-14,,,,,,,,1,,,,112,112,112,112,112,112
872-26,,,,,,,,3,,,1,111,111,112,112,112,113
872-28,,,,,,,,1,,,,112,112,112,112,112,112
872-29,,,,,,,,1,,,,112,112,112,112,112,112
872-33,,,,,,,,1,,,,111,111,111,111,111,111
872-42,,,,,,,,1,58,58,58,54,54,54,112,112,112
872-45,,,,,,,,1,2,2,2,111,111,111,113,113,113
872-48,,,,,,,,1,1,1,1,112,112,112,113,113,113
872-62,,,,,,,,1,,,,112,112,112,112,112,112
872-63,,,,,,,,2,,,1,111,111,112,112,112,112
872-76,,,,,,,,1,1,1,1,112,112,112,113,113,113
873-04,,,,,,,,1,1,1,1,111,111,111,112,112,112
873-16,,,,,,,,1,,,,112,112,112,112,112,112
873-18,,,,,,,,1,,,,113,113,113,113,113,113
873-21,,,,,,,,1,1,1,1,112,112,112,113,113,113
873-24,,,,,,,,1,,,,112,112,112,112,112,112
873-28,,,,,,,,1,,,,112,112,112,112,112,112
873-34,,,,,,,,1,,,,111,111,111,111,111,111
873-47,,,,,,,,1,80,80,80,33,33,33,113,113,113
873-49,,,,,,,,1,,,,113,113,113,113,113,113
873-54,,,,,,,,1,62,62,62,49,49,49,111,111,111
873-56,,,,,,,,1,,,,111,111,111,111,111,111
873-60,,,,,,,,1,1,1,1,112,112,112,113,113,113
873-64,,,,,,,,1,,,,112,112,112,112,112,112
873-68,,,,,,,,1,1,1,1,112,112,112,113,113,113
873-72,,,,,,,,2,,,,111,111,112,111,111,112
873-87,,,,,,,,1,,,,111,111,111,111,111,111
873-96,,,,,,,,1,,,,113,113,113,113,113,113
873-98,,,,,,,,1,,,,111,111,111,111,111,111
874-06,,,,,,,,1,1,1,1,112,112,112,113,113,113
874-10,,,,,,,,1,1,1,1,112,112,112,113,113,113
874-18,,,,,,,,3,,,,111,112,113,111,112,113
874-34,,,,,,,,1,59,59,59,53,53,53,112,112,112
874-40,,,,,,,,1,1,1,1,111,111,111,112,112,112
874-41,,,,,,,,1,,,,112,112,112,112,112,112
874-52,,,,,,,,1,,,,113,113,113,113,113,113
874-62,,,,,,,,1,,,,113,113,113,113,113,113
874-63,,,,,,,,1,1,1,1,111,111,111,112,112,112
874-66,,,,,,,,1,2,2,2,111,111,111,113,113,113
874-78,,,,,,,,1,,,,112,112,112,112,112,112
874-83,,,,,,,,1,,,,110,110,110,110,110,110
874-90,,,,,,,,1,,,,111,111,111,111,111,111
874-91,,,,,,,,1,1,1,1,112,112,112,113,113,113
874-99,,,,,,,,1,2,2,2,111,111,111,113,113,113
875-03,,,,,,,,1,,,,111,111,111,111,111,111
875-11,,,,,,,,1,,,,113,113,113,113,113,113
875-23,,,,,,,,1,,,,111,111,111,111,111,111
875-26,,,,,,,,1,1,1,1,111,111,111,112,112,112
875-28,,,,,,,,1,1,1,1,112,112,112,113,113,113
875-32,,,,,,,,1,1,1,1,112,112,112,113,113,113
875-46,,,,,,,,1,,,,112,112,112,112,112,112
875-47,,,,,,,,1,1,1,1,111,111,111,112,112,112
875-50,,,,,,,,1,,,,111,111,111,111,111,111
875-57,,,,,,,,1,,,,112,112,112,112,112,112
875-59,,,,,,,,1,1,1,1,111,111,111,112,112,112
875-60,,,,,,,,1,,,,112,112,112,112,112,112
875-67,,,,,,,,1,,,,113,113,113,113,113,113
875-76,,,,,,,,2,,,,112,112,112,112,112,112
875-81,,,,,,,,1,,,,112,112,112,112,112,112
875-87,,,,,,,,1,2,2,2,111,111,111,113,113,113
875-91,,,,,,,,1,,,,111,111,111,111,111,111
876-09,,,,,,,,1,1,1,1,111,111,111,112,112,112
876-10,,,,,,,,2,,,,112,112,113,112,112,113
876-11,,,,,,,,1,1,1,1,111,111,111,112,112,112
876-13,,,,,,,,1,69,69,69,44,44,44,113,113,113
876-30,,,,,,,,1,,,,112,112,112,112,112,112
876-31,,,,,,,,1,1,1,1,112,112,112,113,113,113
876-43,,,,,,,,1,,,,112,112,112,112,112,112
876-51,,,,,,,,1,1,1,1,112,112,112,113,113,113
876-52,,,,,,,,2,,,,111,111,112,111,111,112
876-54,,,,,,,,1,1,1,1,112,112,112,113,113,113
876-69,,,,,,,,1,,,,112,112,112,112,112,112
876-86,,,,,,,,1,,,,112,112,112,112,112,112
876-94,,,,,,,,2,,,1,111,112,113,112,112,113
876-99,,,,,,,,1,,,,112,112,112,112,112,112
877-03,,,,,,,,1,68,68,68,44,44,44,112,112,112
877-07,,,,,,,,1,,,,112,112,112,112,112,112
877-22,,,,,,,,1,65,65,65,47,47,47,112,112,112
877-27,,,,,,,,1,,,,112,112,112,112,112,112
877-36,,,,,,,,1,,,,111,111,111,111,111,111
877-38,,,,,,,,1,1,1,1,111,111,111,112,112,112
877-45,,,,,,,,1,,,,112,112,112,112,112,112
877-54,,,,,,,,1,1,1,1,111,111,111,112,112,112
877-60,,,,,,,,1,,,,111,111,111,111,111,111
877-63,,,,,,,,1,,,,111,111,111,111,111,111
877-66,,,,,,,,1,,,,112,112,112,112,112,112
877-67,,,,,,,,1,,,,112,112,112,112,112,112
877-74,,,,,,,,1,,,,111,111,111,111,111,111
877-75,,,,,,,,1,,,,112,112,112,112,112,112
877-79,,,,,,,,1,,,,112,112,112,112,112,112
877-87,,,,,,,,1,,,,111,111,111,111,111,111
877-89,,,,,,,,2,,,1,111,111,112,112,112,112
877-94,,,,,,,,1,1,1,1,111,111,111,112,112,112
877-95,,,,,,,,1,89,89,89,23,23,23,112,112,112
877-97,,,,,,,,1,,,,112,112,112,112,112,112
878-05,,,,,,,,1,,,,111,111,111,111,111,111
878-10,,,,,,,,1,,,,111,111,111,111,111,111
878-14,,,,,,,,1,1,1,1,112,112,112,113,113,113
878-16,,,,,,,,1,,,,111,111,111,111,111,111
878-18,,,,,,,,1,1,1,1,111,111,111,112,112,112
878-20,,,,,,,,1,1,1,1,111,111,111,112,112,112
878-21,,,,,,,,1,,,,112,112,112,112,112,112
878-29,,,,,,,,1,1,1,1,112,112,112,113,113,113
878-31,,,,,,,,1,,,,111,111,111,111,111,111
878-36,,,,,,,,1,,,,112,112,112,112,112,112
878-38,,,,,,,,1,,,,111,111,111,111,111,111
878-39,,,,,,,,1,,,,112,112,112,112,112,112
878-43,,,,,,,,1,,,,112,112,112,112,112,112
878-47,,,,,,,,1,1,1,1,111,111,111,112,112,112
878-55,,,,,,,,1,,,,112,112,112,112,112,112
878-66,,,,,,,,2,,,,112,112,112,112,112,112
878-68,,,,,,,,2,,23,46,65,88,112,111,111,112
878-69,,,,,,,,1,,,,113,113,113,113,113,113
878-73,,,,,,,,1,,,,111,111,111,111,111,111
878-89,,,,,,,,1,67,67,67,46,46,46,113,113,113
878-99,,,,,,,,1,1,1,1,111,111,111,112,112,112
879-01,,,,,,,,1,1,1,1,111,111,111,112,112,112
879-16,,,,,,,,1,2,2,2,111,111,111,113,113,113
879-17,,,,,,,,1,,,,112,112,112,112,112,112
879-38,,,,,,,,1,1,1,1,111,111,111,112,112,112
879-40,,,,,,,,1,1,1,1,112,112,112,113,113,113
879-42,,,,,,,,1,,,,112,112,112,112,112,112
879-47,,,,,,,,1,,,,112,112,112,112,112,112
879-53,,,,,,,,1,1,1,1,112,112,112,113,113,113
879-56,,,,,,,,1,,,,112,112,112,112,112,112
879-70,,,,,,,,1,1,1,1,111,111,111,112,112,112
879-73,,,,,,,,1,39,39,39,73,73,73,112,112,112
879-78,,,,,,,,1,,,,111,111,111,111,111,111
879-85,,,,,,,,1,,,,111,111,111,111,111,111
879-87,,,,,,,,1,,,,111,111,111,111,111,111
879-94,,,,,,,,1,2,2,2,111,111,111,113,113,113
879-98,,,,,,,,1,1,1,1,111,111,111,112,112,112
880-13,,,,,,,,1,,,,112,112,112,112,112,112
880-15,,,,,,,,1,1,1,1,111,111,111,112,112,112
880-19,,,,,,,,1,,,,111,111,111,111,111,111
880-21,,,,,,,,1,1,1,1,111,111,111,112,112,112
880-22,,,,,,,,1,,,,111,111,111,111,111,111
880-36,,,,,,,,1,1,1,1,111,111,111,112,112,112
880-37,,,,,,,,2,,,1,112,112,112,112,112,113
880-42,,,,,,,,2,,,1,112,112,112,112,112,113
880-52,,,,,,,,1,1,1,1,111,111,111,112,112,112
880-57,,,,,,,,1,,,,112,112,112,112,112,112
880-62,,,,,,,,1,1,1,1,112,112,112,113,113,113
880-67,,,,,,,,2,1,1,1,112,112,112,113,113,113
880-71,,,,,,,,1,,,,111,111,111,111,111,111
880-83,,,,,,,,1,,,,111,111,111,111,111,111
880-88,,,,,,,,1,,,,113,113,113,113,113,113
880-97,,,,,,,,1,1,1,1,112,112,112,113,113,113
881-06,,,,,,,,1,67,67,67,45,45,45,112,112,112
881-12,,,,,,,,1,1,1,1,111,111,111,112,112,112
881-18,,,,,,,,1,,,,111,111,111,111,111,111
