301-01,,,,36,50,81-99,OH,6090,23,75,106,-32,8,24,39,84,113
301-02,,,,98,?,13-21,OH,32,,11,70,36,89,98,98,101,112
301-03,,,,36,50,81-99,OH,5697,22,75,109,-34,7,24,41,83,113
301-04,,,,100,?,11-19,OH,20,,7,58,54,95,100,100,102,113
301-05,,,,36,50,81-99,OH,5149,33,77,106,-47,4,29,40,81,112
301-06,,,,102,104,15-17,OH,37,,5,77,27,97,102,102,103,113
301-07,,,,36,50,81-99,OH,4995,25,76,105,-32,6,25,40,82,113
301-08,,,,104,106,13-15,OH,22,,9,53,57,96,104,104,105,113
301-09,,,,36,50,81-99,OH,6239,27,76,104,-31,7,26,38,84,113
301-10,,,,36,50,81-99,OH,5042,24,76,107,-38,9,26,12,85,113
301-11,,,,106,108,11-13,OH,12,,1,5,106,106,106,106,107,111
301-12,,,,36,50,81-99,OH,5856,25,75,105,-29,14,30,48,90,113
301-13,,,,108,110,9-11,OH,7,,12,80,31,97,108,108,109,112
301-14,,,,36,50,81-99,OH,5978,29,76,108,-31,12,44,48,89,113
301-15,,,,110,111,8-9,OH,9,,,1,110,110,110,110,110,111
301-16,,,,36,50,81-99,OH,5670,27,74,106,-30,15,32,43,89,113
301-18,,,,36,50,81-99,OH,5893,19,76,106,-29,13,30,44,89,113
301-20,,,,36,50,81-99,OH,5601,,75,105,-28,15,32,25,90,113
301-22,,,,36,50,81-99,OH,4984,,73,109,-31,18,33,28,91,113
301-24,,,,36,50,81-99,OH,4544,20,72,106,-33,20,37,50,92,113
301-26,,,,36,50,81-99,OH,4457,19,72,108,-27,19,44,51,92,113
301-27,,,,,,,,1,1,1,1,111,111,111,112,112,112
301-28,,,,51,?,72-84,OH,3736,24,70,104,-34,20,41,44,91,113
301-30,,52,53,52,53,78-83,OH,4639,26,74,107,-34,11,40,52,86,113
301-32,,54,55,54,55,76-81,OH,2636,20,66,102,-26,27,43,54,93,113
301-34,,56,57,56,57,74-79,OH,3005,,69,109,-34,21,46,39,90,113
301-36,,58,59,58,59,72-77,OH,2210,,66,106,-30,27,50,42,93,113
301-38,,60,61,60,61,70-75,OH,1883,20,64,105,-27,29,49,63,94,113
301-40,,,,62,?,61-73,OH,2660,22,75,108,-30,16,60,65,91,113
301-42,,,,63,?,60-72,OH,1539,,64,108,-38,28,63,46,92,113
301-44,,,,64,?,59-71,OH,1294,,72,104,-32,15,64,52,88,113
301-46,,,,65,?,58-70,OH,1410,10,63,107,-35,25,65,66,89,113
301-48,,,,66,?,57-69,OH,1293,,62,107,-38,29,65,48,91,113
301-50,,,,67,?,56-68,OH,1065,17,60,104,-25,33,67,67,93,113
301-52,,,,68,?,55-67,OH,888,9,60,105,-19,34,68,68,94,113
301-54,,,,69,?,54-66,OH,806,14,55,101,-18,39,69,70,95,113
301-56,,70,71,70,71,60-65,OH,684,17,51,98,-18,43,71,61,95,113
301-58,,,,72,?,51-63,OH,532,4,45,100,-15,50,72,72,96,113
301-60,,,,73,?,50-62,OH,238,,43,96,-18,54,77,45,97,113
301-62,,,,73,?,50-62,OH,461,,41,97,-7,55,72,59,97,113
301-64,,,,74,?,49-61,OH,503,6,47,97,-16,49,74,74,96,113
301-66,,,,75,?,48-60,OH,510,7,53,95,-13,43,75,76,96,113
301-68,,76,77,76,?,47-59,OH,286,7,46,98,-16,51,75,76,98,113
301-70,,76,77,76,77,54-59,OH,248,2,33,79,4,66,78,78,99,113
301-72,,78,79,78,79,52-57,OH,250,,41,97,-8,56,78,61,98,113
301-74,,,,80,?,43-55,OH,217,,42,98,-1,55,80,80,98,113
301-76,,,,81,?,42-54,OH,158,1,38,96,-1,61,81,82,100,113
301-78,,82,83,82,83,48-53,OH,161,,31,92,1,68,82,65,99,113
301-80,,,,84,?,39-51,OH,95,1,26,90,6,73,84,84,99,112
301-82,,85,86,85,86,45-50,OH,112,,29,88,18,71,85,85,100,113
301-84,,,,87,?,36-48,OH,77,2,27,83,13,74,87,87,102,113
301-86,,,,87,?,36-48,OH,68,7,23,89,-1,77,87,88,101,112
301-88,,,,88,?,23-31,OH,81,,30,88,17,71,88,88,102,112
301-90,,,,89,92,27-30,OH,60,1,27,99,3,74,90,91,102,113
301-92,,,,89,92,27-30,OH,49,,24,91,7,76,91,91,100,113
301-93,,,,,,,,1,,,,112,112,112,112,112,112
301-94,,,,93,?,18-26,OH,85,,43,101,-6,57,92,92,100,113
301-95,,,,,,,,1,,,,112,112,112,112,112,112
301-96,,,,94,?,17-25,OH,58,,45,97,3,56,95,94,102,112
301-98,,,,96,98,21-23,OH,28,,32,96,6,68,96,96,101,111
302-01,,,,36,50,81-99,OH,5404,27,76,107,-32,9,34,42,85,113
302-02,,,,98,?,13-21,OH,28,,9,83,22,91,98,98,100,110
302-03,,,,36,50,81-99,OH,5549,29,76,108,-27,5,25,42,82,113
302-04,,,,100,?,11-19,OH,29,,10,89,22,92,100,100,102,111
302-05,,,,36,50,81-99,OH,4963,25,76,108,-33,5,28,42,81,113
302-06,,,,102,104,15-17,OH,18,,1,9,101,101,102,101,103,111
302-07,,,,36,50,81-99,OH,4904,27,76,106,-35,5,27,44,82,113
302-08,,,,104,106,13-15,OH,22,,3,30,81,103,105,104,106,113
302-09,,,,36,50,81-99,OH,5180,24,76,114,-32,5,45,40,81,113
302-10,,,,36,50,81-99,OH,5222,23,76,106,-32,7,25,42,83,113
302-11,,,,106,108,11-13,OH,17,,1,6,106,106,106,106,107,112
302-12,,,,36,50,81-99,OH,5863,18,75,106,-33,13,35,43,89,113
302-13,,,,108,110,9-11,OH,5,,,2,108,108,108,108,108,110
302-14,,,,36,50,81-99,OH,5947,19,75,108,-31,13,32,44,88,113
302-15,,,,110,111,8-9,OH,2,,,1,110,110,110,110,110,111
302-16,,,,36,50,81-99,OH,5833,21,73,103,-28,16,33,45,90,113
302-17,,,,,,,,1,,,,112,112,112,112,112,112
302-18,,,,36,50,81-99,OH,5872,23,75,104,-33,13,30,47,89,113
302-19,,,,,,,,1,,,,112,112,112,112,112,112
302-20,,,,36,50,81-99,OH,5472,20,75,107,-32,14,32,45,89,113
302-22,,,,36,50,81-99,OH,4997,27,77,106,-35,10,33,49,87,113
302-24,,,,36,50,81-99,OH,4509,21,71,106,-30,21,36,50,92,113
302-26,,,,36,50,81-99,OH,4595,21,72,106,-30,19,38,53,91,113
302-27,,,,,,,,1,,,,112,112,112,112,112,112
302-28,,,,51,?,72-84,OH,4235,22,73,107,-33,15,39,46,89,113
302-30,,52,53,52,53,78-83,OH,4257,21,73,109,-37,13,42,51,87,113
302-32,,54,55,54,55,76-81,OH,2875,,69,114,-30,22,43,36,92,113
302-34,,56,57,56,57,74-79,OH,2404,24,65,107,-28,29,44,60,94,113
302-36,,58,59,58,59,72-77,OH,2355,23,65,104,-30,27,47,52,93,113
302-38,,60,61,60,61,70-75,OH,1814,20,65,106,-25,28,50,59,94,113
302-39,,,,,,,,1,66,66,66,47,47,47,113,113,113
302-40,,,,62,?,61-73,OH,6051,20,85,109,-32,-3,60,64,82,113
302-42,,,,63,?,60-72,OH,1531,19,66,106,-31,25,63,66,91,113
302-44,,,,64,?,59-71,OH,1165,19,59,105,-33,34,64,66,94,113
302-46,,,,65,?,58-70,OH,1556,,64,105,-31,24,65,48,88,113
302-48,,,,66,?,57-69,OH,1147,17,57,101,-27,36,66,66,93,113
302-50,,,,67,?,56-68,OH,914,18,58,109,-22,36,67,58,94,113
302-52,,,,68,?,55-67,OH,1122,18,63,102,-25,31,69,68,94,113
302-54,,69,70,69,?,54-66,OH,784,17,55,104,-23,39,70,69,95,113
302-56,,,,70,?,53-65,OH,716,16,52,113,-39,43,71,71,95,113
302-58,,,,71,?,52-64,OH,430,6,45,97,-15,51,72,73,96,113
302-59,,,,,,,,1,,,,112,112,112,112,112,112
302-60,,,,72,?,51-63,OH,212,2,39,97,-13,58,77,41,98,113
302-62,,,,72,73,58-63,OH,469,11,42,98,-2,54,72,73,97,113
302-64,,,,74,?,49-61,OH,484,11,50,100,-21,45,74,73,96,113
302-65,,,,,,,,1,1,1,1,111,111,111,112,112,112
302-66,,,,75,?,48-60,OH,458,3,52,99,-19,44,75,76,96,113
302-68,,76,77,76,?,47-59,OH,334,2,43,98,-10,55,75,76,98,113
302-70,,76,77,76,?,47-59,OH,247,2,39,94,-10,58,76,78,97,112
302-72,,78,79,78,79,52-57,OH,223,7,40,91,-3,57,78,20,97,113
302-74,,,,80,?,43-55,OH,210,1,37,97,-14,60,80,60,98,113
302-76,,81,82,81,?,42-54,OH,162,,33,92,-3,65,81,81,99,112
302-78,,,,82,83,48-53,OH,138,1,29,92,-3,70,82,83,99,113
302-80,,,,84,?,39-51,OH,124,,31,94,2,69,84,84,100,113
302-82,,85,86,85,86,45-50,OH,100,1,31,86,3,69,85,85,101,113
302-84,,,,87,?,36-48,OH,75,,24,88,6,77,87,87,101,112
302-86,,,,87,?,36-48,OH,90,4,25,100,0,75,87,90,101,113
302-88,,,,88,?,23-31,OH,86,,31,99,-6,71,88,88,102,113
302-90,,,,89,92,27-30,OH,69,,24,82,11,77,90,90,101,111
302-92,,,,89,92,27-30,OH,86,,41,98,-2,59,91,64,100,112
302-94,,,,93,?,18-26,OH,37,,25,101,-6,75,92,92,101,113
302-96,,,,94,?,17-25,OH,56,,30,93,7,71,94,94,101,111
302-98,,,,96,98,21-23,OH,34,,15,87,14,85,96,96,101,113
303-01,,51,52,36,50,81-99,IN,6700,26,78,106,-32,3,23,38,82,113
303-02,,,,87,?,36-48,IN,104,7,24,87,11,76,87,91,101,111
303-03,,51,52,36,50,81-99,IN,6886,28,78,107,-32,4,23,37,82,113
303-04,,,,88,?,23-31,IN,93,1,24,89,2,75,88,89,100,113
303-05,,51,52,36,50,81-99,IN,6915,25,78,105,-28,4,21,38,82,113
303-06,,,,89,92,27-30,IN,71,6,28,99,-3,75,89,91,104,113
303-07,,51,52,36,50,81-99,IN,6559,33,78,105,-28,3,25,38,81,113
303-08,,,,89,92,27-30,IN,67,1,24,93,9,77,89,90,102,112
303-09,,51,52,36,50,81-99,IN,6850,29,77,104,-29,4,21,40,82,113
303-10,,51,52,36,50,81-99,IN,6711,23,78,107,-28,3,22,37,81,113
303-11,,,,89,92,27-30,IN,46,1,23,90,17,80,91,92,103,113
303-12,,51,52,36,50,81-99,IN,6448,30,76,106,-36,6,25,39,83,112
303-13,,,,89,92,27-30,IN,42,,18,88,18,81,92,92,99,112
303-14,,51,52,36,50,81-99,IN,6484,23,76,106,-28,7,28,38,83,113
303-15,,,,94,?,17-25,IN,36,,13,81,19,86,94,93,100,111
303-16,,51,52,36,50,81-99,IN,6674,26,76,107,-28,7,24,42,84,113
303-17,,,,95,?,16-24,IN,29,,16,86,23,84,96,95,101,110
303-18,,51,52,36,50,81-99,IN,5868,,76,106,-33,9,25,8,85,113
303-19,,,,97,98,21-22,IN,44,,9,91,22,91,97,96,100,113
303-20,,51,52,36,50,81-99,IN,6075,19,73,103,-38,17,32,43,91,113
303-21,,,,98,?,13-21,IN,29,,9,53,47,93,98,98,102,112
303-22,,51,52,36,50,81-99,IN,5939,18,74,105,-33,17,35,44,91,113
303-23,,,,100,?,11-19,IN,32,,5,74,31,96,100,99,101,112
303-24,,51,52,36,50,81-99,IN,5946,20,74,104,-27,17,31,44,91,113
