601-01,,,,83,?,40-52,AZ,220,,30,96,6,69,83,83,100,113
601-02,,,,89,92,27-30,AZ,65,,33,94,8,70,91,91,103,113
601-03,,,,83,?,40-52,AZ,185,4,32,101,1,69,83,84,101,113
601-04,,,,89,92,27-30,AZ,65,,32,93,-1,70,91,91,102,113
601-05,,,,83,?,40-52,AZ,209,,33,99,3,66,83,83,100,113
601-06,,,,89,92,27-30,AZ,79,,45,99,0,56,91,91,102,111
601-07,,,,84,?,39-51,AZ,173,2,36,98,0,65,83,82,101,113
601-08,,,,89,92,27-30,AZ,90,,35,95,1,66,91,91,101,113
601-09,,,,84,?,39-51,AZ,179,,33,102,1,67,84,84,100,113
601-10,,,,84,?,39-51,AZ,169,1,37,96,-6,64,84,84,101,113
601-11,,,,88,92,27-31,AZ,69,1,37,98,7,64,91,92,102,112
601-12,,,,84,?,39-51,AZ,199,2,36,95,2,64,84,85,101,113
601-13,,,,88,92,27-31,AZ,57,1,29,96,0,73,92,92,103,112
601-14,,,,84,?,39-51,AZ,180,1,37,97,1,63,84,85,101,113
601-15,,,,88,92,27-31,AZ,59,1,28,91,11,76,92,92,104,113
601-16,,,,85,?,38-50,AZ,198,3,38,103,1,63,85,83,101,113
601-17,,,,88,92,27-31,AZ,63,,47,98,8,57,92,92,104,113
601-18,,,,85,?,38-50,AZ,182,,34,97,3,67,85,85,102,113
601-19,,,,92,95,24-27,AZ,51,1,31,104,-7,72,92,91,103,113
601-20,,,,85,?,38-50,AZ,177,1,37,94,7,64,85,85,102,113
601-21,,,,92,95,24-27,AZ,58,,33,94,14,68,92,92,102,113
601-22,,,,85,?,38-50,AZ,179,,34,86,13,67,85,45,102,113
601-23,,,,92,95,24-27,AZ,69,,46,92,8,55,92,88,102,112
601-24,,,,86,?,37-49,AZ,174,,39,101,-6,61,86,51,101,113
601-25,,,,92,95,24-27,AZ,72,,40,91,6,62,93,92,103,112
601-26,,,,86,?,37-49,AZ,161,,34,97,-8,67,86,86,102,113
601-27,,,,92,95,24-27,AZ,69,,31,99,5,68,93,18,100,112
601-28,,,,86,?,37-49,AZ,187,1,39,94,-5,63,86,86,102,113
601-29,,,,92,95,24-27,AZ,42,,28,82,20,73,93,93,102,110
601-30,,,,87,?,36-48,AZ,127,1,33,97,-8,67,87,86,101,113
601-31,,,,92,95,24-27,AZ,58,,36,92,15,65,93,88,101,112
601-32,,,,87,?,36-48,AZ,122,1,32,92,8,69,87,87,101,113
601-33,,,,92,95,24-27,AZ,60,1,37,94,10,65,93,94,102,113
601-34,,,,87,?,36-48,AZ,127,1,34,97,3,67,87,87,102,112
601-35,,,,92,95,24-27,AZ,47,1,50,91,10,53,93,94,104,113
601-36,,,,87,?,36-48,AZ,159,,34,89,14,68,87,64,102,113
601-37,,,,92,95,24-27,AZ,62,,36,100,-6,66,94,94,102,113
601-38,,,,87,?,36-48,AZ,138,8,41,97,3,61,87,90,103,113
601-39,,,,92,95,24-27,AZ,58,,35,98,1,66,94,94,102,113
601-40,,,,87,?,36-48,AZ,147,,35,96,10,66,89,75,102,113
601-41,,,,92,95,24-27,AZ,52,,34,97,4,67,94,81,101,113
601-42,,,,87,?,36-48,AZ,157,1,40,93,10,61,87,88,102,113
601-43,,,,92,95,24-27,AZ,44,,35,91,10,66,94,94,102,113
601-44,,,,87,?,36-48,AZ,173,,39,90,2,61,87,57,101,113
601-45,,,,92,95,24-27,AZ,71,,43,89,17,59,95,94,103,113
601-46,,,,87,?,36-48,AZ,133,3,37,95,-4,64,87,89,102,113
601-47,,,,92,95,24-27,AZ,42,,39,96,9,63,95,95,102,112
601-48,,,,87,?,36-48,AZ,122,10,38,85,13,62,87,89,101,112
